trip,yyyy,mm,dd,rhtimei,plantID,fam,gen,epi,ssp,spcod,mtime,rhtimef,ltype,scan,nleaf,nlunit,npet,muf,mup,cii,ef,ttype,td,tl,tmu,tv,tdm,ldm,pdm,prob,checkID
6,2017,7,26,1500,230399,Lecythidaceae,Eschweilera,coriacea,,LECY_Esccor,4010,2510,simple,ok,4,4,4,968,52,2,204,branch,686,112,466,410,243,478,21,,
6,2017,7,26,1500,230400,Sapotaceae,Pouteria,jariensis,,SAPO_Poujar,3903,2403,simple,ok,5,5,5,1227,96,1.5,258,branch,541,102,259,230,146,547,31,,
6,2017,7,26,1500,230405,Fabaceae,Tachigali,myrmecophila,,FABA_Tacmyr,3859,2359,even-pinnate,ok?,1,,1,810,118,2,215,branch,421,107,185,162,113,386,55,q,
6,2017,7,26,1500,230412,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,3934,2434,simple,ok,1,1,1,1675,173,1,199,branch,NA,NA,NA,NA,NA,641,52,,
6,2017,7,26,1500,230413,Chrysobalanaceae,Licania,membranacea,,CHRY_Licmem,3338,1838,simple,ok,5,5,5,351,4,1,166,branch,471,115,279,229,174,166,4,,ok
6,2017,7,26,1500,230422,Fabaceae,Zygia,racemosa,,FABA_Zygrac,3249,1749,bipinnated,ok?,3,,3,385,35,1,216,branch,513,125,351,219,162,175,15,qr;rgr,ok
6,2017,7,26,1500,230423,Malvaceae,Scleronema,micranthum,,MALV_Sclmic,3822,2322,simple,image 003 missing and id was wrong for image 001 (230432),6,6,6,863,130,1,202,branch,721,105,529,496,274,335,34,,
6,2017,7,26,1500,230425,Chrysobalanaceae,Licania,sp.1.FITO,,CHRY_Licsp1,3523,2023,simple,ok,5,5,5,591,35,1,206,branch,373,104,134,116,68,278,12,,ok
6,2017,7,26,1500,230428,Annonaceae,Unonopsis,duckei,,ANNO_Unoduc,3706,2206,simple,ok,5,5,5,626,32,1,171,branch,425,115,174,156,95,330,14,,
6,2017,7,26,1500,230429,Chrysobalanaceae,Licania,hypoleuca,,CHRY_Lichyp,3413,1913,simple,ok,10,10,10,215,5,1.5,145,branch,397,96,152,123,96,102,0,,ok
6,2017,7,26,1500,230434,Annonaceae,Duguetia,asterotricha,,ANNO_Dugast,3946,2446,simple,ok,5,5,5,1239,82,1,251,branch,695,116,542,540,252,601,27,,ok
6,2017,7,26,1500,230436,Fabaceae,Inga,sp.29.FITO,,FABA_Ings29,4001,2501,even-pinnate,ok?,2,,2,1233,156,2,227,branch,602,107,337,367,146,410,52,,ok
6,2017,7,26,1500,230438,Rubiaceae,Amaioua,guianensis,,RUBI_Amagui,3718,2218,simple,ok,6,6,6,1245,74,2,206,branch,423,100,181,156,93,503,22,,
6,2017,7,26,1500,230441,Fabaceae,Stryphnodendron,racemiferum,,FABA_Strrac,3343,1843,simple,ok,0.5,0.5,1,1037,723,2,148,branch,NA,NA,NA,NA,NA,391,269,light,ok
6,2017,7,26,1500,230451,Sapindaceae,Talisia,cerasina,,SAPI_Talcer,4005,2505,compound,ok?,1,,1,1485,487,1.5,184,branch,NA,NA,NA,NA,NA,850,280,qr;arch,
6,2017,7,26,1500,230456,Chrysobalanaceae,Hirtella,sp.3.PP,,CHRY_Hirsp3,3300,1800,simple,ok,12,12,12,520,14,1.5,170,branch,456,106,228,198,127,240,4,,
6,2017,7,26,1500,230457,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,3420,1920,simple,ok,5,5,5,270,11,1,153,branch,420,100,173,147,101,119,3,,
6,2017,7,26,1500,230461,Sapotaceae,Manilkara,bidentata,,SAPO_Manbid,3940,2440,simple,ok,4,4,4,1708,186,1,246,branch,768,106,575,544,284,768,66,,YES
6,2017,7,26,1500,230463,Dichapetalaceae,Tapura,guianensis,,DICH_Tapgui,3917,2417,simple,ok,5,5,5,1075,32,1.5,267,branch,482,104,258,236,122,375,12,,
6,2017,7,26,1500,230464,Melastomataceae,Miconia,aff. hypoleuca,,MELA_Micaff,3402,1902,simple,ok,6,6,6,465,76,1.5,216,branch,503,103,259,226,144,206,21,,ok
6,2017,7,26,1500,230465,Myrtaceae,Eugenia,sp.2.PFRD,,MYRT_Eugsp2,3725,2225,simple,ok,10,10,10,805,31,1.5,222,branch,431,101,209,183,120,403,12,qr,
6,2017,7,26,1500,230467,Urticaceae,Pourouma,sp.A.PP,,URTI_PouspA,3752,2252,simple,ok,2,2,2,1112,416,1.5,251,branch,NA,NA,NA,NA,NA,469,106,,
6,2017,7,26,1500,230468,Hypericaceae,Vismia,sp.2.FITO,,HYPE_Vissp2,3700,2200,simple,ok,10,10,10,673,47,1.5,186,branch,630,105,414,350,231,295,12,,ok
6,2017,7,26,1500,230471,Chrysobalanaceae,Licania,sp.10.FITO,,CHRY_Lics10,3708,2208,simple,ok,5,5,5,376,9,1.5,151,branch,144,109,391,121,182,183,3,trait,ok
6,2017,7,26,1500,230474,Apocynaceae,Aspidosperma,spruceanum,,APOC_Aspspr,4020,2520,simple,ok,11,11,11,870,45,1.5,212,branch,454,109,198,140,87,427,17,qr;rgr,ok
6,2017,7,26,1500,230476,Myrtaceae,Eugenia,ferreiraeana,,MYRT_Eugfer,3435,1935,simple,ok,20,20,20,297,12,1.5,167,branch,520,107,302,250,77,157,6,,
6,2017,7,26,1500,230478,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,3702,2202,simple,ok,3,3,3,778,54,1.5,179,branch,547,112,399,361,170,363,20,,
6,2017,7,26,1500,230483,Burseraceae,Protium,hebetatum,,BURS_Proheb,3756,2256,odd-pinnate,ok?,1,,1,691,163,1.5,158,branch,395,85,129,119,52,347,66,qr,
6,2017,7,26,1500,230485,Chrysobalanaceae,Licania,sp.10.FITO,,CHRY_Lics10,3408,1908,simple,ok,5,5,5,222,5,1.5,160,branch,454,107,242,203,135,92,4,,ok
6,2017,7,26,1500,230486,Burseraceae,Protium,ferrugineum,,BURS_Profer,4014,2514,odd-pinnate,ok?,1,,1,642,131,1.5,141,branch,483,103,235,213,137,321,63,q,ok
6,2017,7,26,1500,230516,Fabaceae,Inga,thibaudiana,Forma B PP,FABA_Ingthi-B,3425,1925,even-pinnate,ok?,3,,3,810,218,1.5,149,branch,524,97,256,255,144,401,99,,yes
6,2017,7,26,1500,230526,Fabaceae,Inga,heterophylla,,FABA_Inghet,3326,1826,even-pinnate,ok?,4,,4,158,27,1,152,branch,606,104,312,298,174,75,9,light,
6,2017,7,26,1500,230527,Rubiaceae,Psychotria,pacimonica,,RUBI_Psypac,3335,1835,simple,image 002 missing,5,5,5,743,40,1,289,branch,752,98,578,525,240,160,5,,
6,2017,7,26,1500,230528,Myrtaceae,Eugenia,coffeifolia,,MYRT_Eugcof,3511,2011,simple,ok,10,10,10,380,13,1,180,branch,329,101,104,95,58,162,4,,
6,2017,7,26,1500,230532,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,3825,2325,simple,ok,5,5,5,1272,45,1,183,branch,501,107,263,235,124,562,15,,
6,2017,7,26,1500,230533,Fabaceae,Inga,alba,,FABA_Ingalb,3530,2030,even-pinnate,ok?,3,,3,1047,117,1,198,branch,NA,NA,NA,NA,NA,370,39,,
6,2017,7,26,1500,230535,Annonaceae,Unonopsis,stipitata,,ANNO_Unosti,3811,2311,simple,ok,5,5,5,785,30,1,185,branch,411,94,155,139,85,361,15,,
7,2017,8,3,1630,230554,Lauraceae,Endlicheria,sprucei,,LAUR_Endspr,4335,2705,simple,ok,4,4,4,456,19,1.75,229,branch,386,113,162,150,86,220,8,,
7,2017,8,3,1630,230555,Quiinaceae,Quiina,obovata,,QUII_Quiobo,4241,2611,simple,ok,3,3,3,2406,176,1.75,273,branch,660,110,485,434,219,993,55,,
10,2017,10,8,1345,230571,Elaeocarpaceae,Sloanea,latifolia,,ELAE_Slolat,2400,1055,simple,ok,11,11,11,843,50,1.125,242,branch,724,104,522,466,318,429,21,,
10,2017,10,8,1345,230572,Lauraceae,Ocotea,cinerea,,LAUR_Ococin,2400,1055,simple,ok,10,10,10,562,27,1.125,160,branch,323,88,86,78,52,297,13,,
10,2017,10,8,1345,230574,Sapindaceae,Talisia,firma,,SAPI_Talfir,2400,1055,compound,ok?,1.5,,3,362,101,1.25,153,branch,565,95,278,234,169,184,49,,
10,2017,10,8,1345,230578,Lauraceae,Ocotea,cinerea,,LAUR_Ococin,2400,1055,simple,ok,10,10,10,457,25,1,235,branch,370,101,132,123,69,209,10,,
10,2017,10,8,1345,230645,Meliaceae,Guarea,pubescens,pubescens,MELI_Guapub,2400,1055,compound,ok?,0.5,,1,675,414,1.25,181,branch,NA,NA,NA,NA,NA,225,134,,ok
10,2017,10,8,1345,230718,Malvaceae,Sterculia,sp.2.PP,,MALV_Stesp2,2400,1055,simple,ok,2,2,2,1661,687,1.5,150,branch,NA,NA,NA,NA,NA,796,244,,ok
7,2017,8,5,1630,230740,Lauraceae,Ocotea,scabrella,,LAUR_Ocosca,3434,1804,simple,ok,3,3,3,1453,70,1,168,branch,373,101,107,115,48,618,26,arch,ok
10,2017,10,8,1345,230745,Moraceae,Helicostylis,scabra,,MORA_Helsca,2400,1055,simple,ok,6,6,6,463,21,1,155,branch,252,91,60,60,25,174,3,,
10,2017,10,8,1345,230746,Nyctaginaceae,Neea,stellulata,,NYCT_Neeste,2400,1055,simple,ok,10,10,10,504,28,1,203,branch,332,82,83,73,43,142,8,,
10,2017,10,8,1345,230756,Chrysobalanaceae,Couepia,caryophylloides,,CHRY_Coucar,2400,1055,simple,"ok, but image 1 had wrong id (230576)",7,7,7,1039,50,1,195,branch,373,88,134,115,58,395,13,,
10,2017,10,8,1345,230769,Burseraceae,Protium,altsonii/laxiflorum.FITO,,BURS_Proall,2400,1055,compound,ok?,0.5,,1,331,184,1,144,branch,NA,NA,NA,NA,NA,167,73,,ok
10,2017,10,8,1345,230862,Chrysobalanaceae,Licania,canescens,,CHRY_Liccan,2400,1055,simple,ok,10,10,10,559,17,1,164,branch,340,93,119,103,70,228,6,,ok
10,2017,10,8,1345,230873,Lauraceae,Ocotea,sp.9.PP,,LAUR_Ocosp9,2400,1055,simple,ok,12,12,12,726,46,1.25,200,branch,575,94,243,248,143,390,21,,
10,2017,10,8,1345,230950,Chrysobalanaceae,Hirtella,bicornis,pubescens,CHRY_Hirbic,2400,1055,simple,ok,10,10,10,330,4,NA,127,branch,322,85,91,79,47,123,2,,ok
10,2017,10,8,1345,230983,Lauraceae,Licaria,sp.4.PP,,LAUR_Licsp4,2400,1055,simple,ok,5,5,5,825,60,1.5,206,branch,337,76,91,79,45,362,19,,
6,2017,7,21,1100,240005,Lecythidaceae,Eschweilera,grandiflora,,LECY_Escgra,2107,1007,simple,ok,5,5,5,897,58,1,163,branch,613,109,393,343,191,412,21,,
6,2017,7,21,1100,240006,Lauraceae,Ocotea,leucoxylon,,LAUR_Ocoleu,2110,1010,simple,ok,5,5,5,769,47,1,163,branch,509,113,238,245,109,335,17,,YES
6,2017,7,24,1120,240010,Siparunaceae,Siparuna,cuspidata,,SIPA_Sipcus,1820,700,simple,ok,10,10,10,279,10,1,196,branch,554,102,263,223,121,83,3,qr,
6,2017,7,21,1100,240015,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,1849,749,simple,ok,5,5,5,611,13,1,167,branch,488,110,243,218,105,275,5,,
6,2017,7,21,1100,240025,Connaraceae,Connarus,erianthus,,CONN_Coneri,1924,824,odd-pinnate,ok?,1,,1,326,76,1,132,branch,461,99,195,170,106,192,36,,ok
6,2017,7,21,1100,240027,Burseraceae,Protium,altsonii/laxiflorum.FITO,,BURS_Proall,1920,820,odd-pinnate,ok?,0.5,,1,395,155,1,158,branch,574,99,293,257,132,185,57,,ok
6,2017,7,21,1100,240029,Fabaceae,Inga,sp.29.FITO,,FABA_Ings29,1845,745,even-pinnate,ok?,2,,2,1290,121,1,309,branch,408,113,175,154,82,526,42,,ok
6,2017,7,21,1100,240031,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,2054,954,simple,ok,7,7,7,665,16,1,203,branch,545,101,282,244,168,310,7,,
6,2017,7,21,1100,240032,Anacardiaceae,Astronium,lecointei,,ANAC_Astlec,1936,836,odd-pinnate,ok?,1,,1,603,260,1,125,branch,NA,NA,NA,NA,NA,294,116,,ok
6,2017,7,24,1120,240050,Myristicaceae,Virola,michelii,,MYRI_Virmic,1811,691,simple,ok,5,5,5,775,31,1,139,branch,150,98,214,235,87,301,8,,
6,2017,7,24,NA,240060,Elaeocarpaceae,Sloanea,floribunda,,ELAE_Sloflo,NA,NA,simple,ok,5,5,5,1402,228,1,229,branch,855,97,599,525,313,706,100,light,ok
6,2017,7,24,1120,240062,Lecythidaceae,Gustavia,elliptica,,LECY_Gusell,2050,930,simple,"ok, but had wrong id (230062)",5,5,5,1152,46,1,190,branch,575,100,345,296,184,512,17,,
6,2017,7,24,1120,240066,Simaroubaceae,Simaba,polyphylla,,SIMA_Simpol,1756,636,odd-pinnate,ok?,0.5,,1,287,219,1,164,branch,NA,NA,NA,NA,NA,136,89,qr;rgr,ok
6,2017,7,24,1120,240071,Violaceae,Rinorea,amapensis,,VIOL_Rinama,2038,918,simple,ok,5,5,5,320,14,1,170,branch,424,106,245,202,149,158,6,,
6,2017,7,24,1120,240079,Burseraceae,Protium,trifoliolatum,,BURS_Protri,2033,913,odd-pinnate,ok?,2,,2,549,80,1.5,196,branch,372,98,128,108,65,275,34,,ok
6,2017,7,24,1120,240084,Fabaceae,Sclerolobium,sp.4.FITO,,FABA_Sclsp4,2041,921,even-pinnate,ok?,1,,1,1301,306,2,221,branch,999,95,776,668,452,603,148,,ok
6,2017,7,24,NA,240095,Annonaceae,Guatteria,discolor,,ANNO_Guadis,NA,NA,simple,NA,NA,NA,NA,NA,NA,1,NA,branch,NA,NA,NA,NA,NA,NA,NA,,NA
6,2017,7,21,1100,240098,Burseraceae,Protium,hebetatum,,BURS_Proheb,2148,1048,odd-pinnate,ok?,0.5,,1,543,341,1,149,branch,658,108,473,419,258,309,153,,
6,2017,7,24,NA,240104,Annonaceae,NA,NA,,NA_NANA,NA,NA,simple,"ok, but image 1 had wrong id (230104)",5,5,5,1042,47,1,205,branch,885,101,612,619,262,460,15,,YES
6,2017,7,24,1120,240107,Sapotaceae,Manilkara,,,,2143,1023,simple,ok,4,4,4,1337,81,1,235,branch,570,103,312,288,160,570,27,,yes (Manilkara huberi)
6,2017,7,24,1120,240111,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,1836,716,simple,ok,10,10,10,573,16,1,169,branch,441,90,176,145,102,272,5,,
6,2017,7,24,1120,240115,Annonaceae,,,,,2112,992,simple,ok,10,10,10,653,20,1,249,branch,688,108,441,405,216,270,8,,yes (Xylopia?)
6,2017,7,24,1120,240118,Euphorbiaceae,Micrandropsis,scleroxylon,,EUPH_Micscl,2048,928,simple,ok,5,5,5,870,50,1,166,branch,526,104,289,246,158,416,19,,
6,2017,7,21,1100,240120,Melastomataceae,Miconia,,,,2154,1054,simple,ok,5,5,5,1402,211,1.5,145,branch,550,111,319,280,147,508,53,,yes
6,2017,7,21,1100,240144,Fabaceae,Stryphnodendron,racemiferum,,FABA_Strrac,2142,1042,bipinnated,ok?,0.5,,1,671,618,1,136,branch,700,95,418,400,196,272,251,,ok
6,2017,7,21,1100,240148,Chrysobalanaceae,Licania,heteromorpha,,CHRY_Lichet,2113,1013,simple,ok,5,5,5,708,46,1,146,branch,607,104,322,272,184,350,20,,
6,2017,7,21,1100,240151,Chrysobalanaceae,Licania,,,,1944,844,simple,"ok, but with one extra copy of image 002 (image 003)",7,7,7,694,16,1,167,branch,496,102,250,194,163,315,6,,yes (Licania membranacea)
6,2017,7,21,1100,240152,Sapotaceae,Pouteria,escalarinerve PP,,SAPO_Pouesc,2143,1043,simple,ok,5,5,5,925,57,1,133,branch,504,110,295,263,130,340,14,,
6,2017,7,21,1100,240153,Fabaceae,Paramachaerium,ormosioides,forma A FITO,FABA_Parorm,2151,1051,alternipinnate,ok?,2,,2,375,63,1,135,branch,438,113,216,212,111,159,25,,ok
6,2017,7,24,1120,240204,Fabaceae,Andira,sp.2.PP,Forma A PP,FABA_Andsp2,2044,924,odd-pinnate,ok?,2,,2,691,147,1,140,branch,493,111,318,273,163,300,55,qr;rgr,yes
6,2017,7,21,1100,240223,,,,,,2103,1003,simple,ok,5,5,5,544,11,1,169,branch,499,110,262,217,153,221,3,,yes
6,2017,7,21,1120,240224,,,,,,1913,793,simple,ok,5,5,5,456,9,1,209,branch,328,95,109,90,56,219,0,,YES
6,2017,7,21,1100,240225,Myristicaceae,Virola,venosa,,MYRI_Virven,2125,1025,simple,ok,11,11,11,461,20,1,204,branch,633,110,379,385,199,196,5,,
6,2017,7,21,1100,240226,Fabaceae,Zygia,racemosa,,FABA_Zygrac,2120,1020,bipinnated,ok?,3,,3,435,76,1,177,branch,770,109,516,445,287,160,25,,ok
6,2017,7,21,1100,240250,Melastomataceae,Miconia,punctata,,MELA_Micpun,2135,1035,simple,ok,5,5,5,617,42,1.5,215,branch,782,116,569,475,318,266,13,,
6,2017,7,21,1100,240251,Annonaceae,Duguetia,flagellaris,,ANNO_Dugfla,1907,807,simple,ok,5,5,5,457,13,1.5,186,branch,607,104,355,336,157,220,4,,
6,2017,7,21,1100,240252,Moraceae,Sorocea,muriculata,muriculata,MORA_Sormur-m,1934,834,simple,ok,10,10,10,244,5,1.5,146,branch,417,103,225,189,128,111,0,q,yes
6,2017,7,21,1100,240254,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,2131,1031,simple,ok,5,5,5,494,14,1,207,branch,825,110,608,514,341,233,5,,
6,2017,7,21,1100,240260,Meliaceae,Guarea,convergens,,MELI_Guacon,2100,1000,even-pinnate,ok?,1,,1,967,445,1.5,235,branch,NA,NA,NA,NA,NA,345,191,,
6,2017,7,21,1100,240277,Fabaceae,Sclerolobium,melinonii,,FABA_Sclmen,2047,947,even-pinnate,ok?,2,,2,302,96,1,97,branch,691,99,398,339,220,144,45,,ok
6,2017,7,21,1100,240278,Burseraceae,Protium,opacum,,BURS_Proopa,2001,901,odd-pinnate,ok?,0.5,,1,407,211,1,162,branch,774,105,495,446,245,197,90,qr;rgr,
6,2017,7,21,1100,240284,Violaceae,Rinorea,amapensis,,VIOL_Rinama,2041,941,simple,ok,10,10,10,377,11,1.5,150,branch,526,97,222,194,119,136,4,,
6,2017,7,21,1100,240285,Fabaceae,Zygia,juruana,,FABA_Zygjur,2209,1109,geminate-pinnate,"ok?, but image 002 had wrong id (240258)",1,,1,1313,146,1.5,205,branch,671,98,439,376,247,566,60,,
6,2017,7,21,1100,240286,Lecythidaceae,Eschweilera,wachenheimii,,LECY_Escwac,1958,858,simple,ok,5,5,5,560,NA,1,210,branch,596,102,438,375,247,256,9,,
6,2017,7,21,1100,240332,Sapindaceae,Talisia,macrophylla,,SAPI_Talmac,2037,937,compound,ok?,1,,1,655,228,1,123,branch,NA,NA,NA,NA,NA,368,133,,
6,2017,7,21,1100,240334,Lecythidaceae,Eschweilera,pedicellata,,LECY_Escped,2030,930,simple,ok,6,6,6,476,20,1.5,195,branch,641,125,434,383,238,213,6,,
6,2017,7,21,1100,240338,Euphorbiaceae,Pausandra,macropetala,,EUPH_Paumac,1954,854,simple,ok,1,1,1,1196,83,1.5,224,branch,NA,NA,NA,NA,NA,521,29,,
6,2017,7,21,1100,240340,Rubiaceae,Psychotria,sp.4.FITO,,RUBI_Psysp4,1956,856,simple,ok,7,7,7,494,27,1.5,153,branch,474,100,203,170,90,217,8,,
6,2017,7,21,1100,240348,Chrysobalanaceae,Licania,,,,2004,904,simple,ok,6,6,6,727,16,1.5,200,branch,311,112,108,NA,64,326,4,qr,yes (Licania membranacea)
6,2017,7,21,1100,240356,Melastomataceae,Miconia,argyrophylla,,MELA_Micarg,2025,925,simple,ok,5,5,5,815,41,1.25,153,branch,405,115,197,167,98,283,13,,ok
6,2017,7,21,1100,240358,Myristicaceae,Virola,guggenheimii,,MYRI_Virgug,2020,920,NA,ok,5,,5,591,50,NA,196,branch,659,112,330,375,168,243,12,,
6,2017,7,21,1100,240359,Chrysobalanaceae,Licania,,,,2000,900,simple,ok,6,6,6,754,22,1,172,branch,437,103,188,745,116,338,8,,yes (Licania membranacea)
6,2017,7,21,1100,240362,Myrsinaceae,Cybianthus,sp.p1.PP,,MYRS_Cybsp1,2203,1103,simple,ok,10,10,10,807,27,1,264,branch,516,104,248,211,124,246,5,,
6,2017,7,21,1100,240363,Lauraceae,,,,,2010,910,simple,ok,6,6,6,1323,66,1,299,branch,628,114,413,385,226,698,23,,yes (Ocotea)
6,2017,7,21,1100,240366,Sapotaceae,Pouteria,reticulata,ssp. 4 FITO,SAPO_Pouret-4,2016,916,simple,ok,6,6,6,1135,79,1,206,branch,428,116,232,205,115,502,34,tap,
6,2017,7,21,1100,240367,Chrysobalanaceae,Couepia,guianensis,guianensis,CHRY_Cougui,2213,1113,simple,ok,6,6,6,305,12,1,162,branch,533,107,267,228,149,157,7,,ok
6,2017,7,21,1100,240375,Fabaceae,Inga,umbratica,,FABA_Ingumr,1950,850,even-pinnate,ok?,2,,2,1089,159,1.5,184,branch,483,110,244,220,136,480,68,,
6,2017,7,21,1100,240379,Chrysobalanaceae,,,,,2159,1059,simple,ok,5,5,5,500,34,1,169,branch,640,118,470,385,275,229,10,,yes
6,2017,7,21,1100,240384,,,,,,1929,829,simple,ok,5,5,5,1382,74,1,224,branch,534,102,269,250,122,750,33,,yes
6,2017,7,21,1100,240394,Lecythidaceae,Eschweilera,coriacea,,LECY_Esccor,1843,743,simple,"ok, but image 2 had wrong id (242394)",6,6,6,479,15,1,200,branch,676,102,417,381,235,235,4,,
6,2017,7,21,NA,240398,Burseraceae,Protium,sagotianum,,BURS_Prosag,NA,NA,odd-pinnate,NA,NA,,NA,NA,NA,1.5,NA,branch,NA,NA,NA,NA,NA,NA,NA,,NA
6,2017,7,21,1100,240409,Sapindaceae,Matayba,inelegans,,SAPI_Matine,1950,850,odd-pinnate,ok?,2,,2,473,97,1,154,branch,495,109,282,237,148,205,39,,
10,2017,10,8,1345,240419,Sapotaceae,Pouteria,pallens,,SAPO_Poupal,2400,1055,simple,ok,2,2,2,1369,259,1,218,branch,NA,NA,NA,NA,NA,559,72,,
10,2017,10,8,1345,240444,Sapotaceae,Pouteria,pallens,,SAPO_Poupal,2400,1055,simple,ok,2,2,2,1337,198,1.125,211,branch,NA,NA,NA,NA,NA,566,25,,
10,2017,10,8,1345,240492,Rubiaceae,Ferdinandusa,uaupensis,,RUBI_Feruau,2400,1055,simple,ok,2,2,2,1611,139,1,383,branch,NA,NA,NA,NA,NA,480,43,,ok
10,2017,10,8,1345,240497,Fabaceae,Macrolobium,limbatum,,FABA_Maclim,2400,1055,bifoliolate,ok?,4,,4,1079,103,1,153,branch,728,95,537,490,307,482,40,,
10,2017,10,8,1345,240554,Rubiaceae,Ferdinandusa,uaupensis,,RUBI_Feruau,2400,1055,simple,ok,2,2,2,1733,166,1,279,branch,NA,NA,NA,NA,NA,528,44,,ok
10,2017,10,8,1345,240618,Lauraceae,Indet,sp.1.FITO,,LAUR_Indsp1,2400,1055,simple,"ok, but images had wrong id (540618)",7,7,7,1316,58,1.25,218,branch,488,91,165,167,66,627,20,,ok
10,2017,10,8,1345,240636,Humiriaceae,Sacoglottis,sp.2.FITO,,HUMI_Sacsp2,2400,1055,simple,ok,10,10,10,309,7,1.25,162,branch,503,96,250,213,148,152,3,,
10,2017,10,8,1345,240654,Myrsinaceae,Stylogyne,longifolia,,MYRS_Stylon,2400,1055,simple,ok,3,3,3,1622,98,1.25,307,branch,NA,NA,NA,NA,NA,519,29,,
10,2017,10,9,1500,002960,NA,NA,NA,,NA_NANA,3725,2225,simple,ok,6,6,6,2333,108,1.125,280,branch,824,99,620,562,370,1056,38,,yes
10,2017,10,9,NA,003029,NA,NA,NA,,NA_NANA,NA,NA,simple,NA,NA,NA,NA,NA,NA,1.25,NA,branch,990,102,872,763,408,NA,NA,,yes
10,2017,10,9,1500,003030,NA,NA,NA,,NA_NANA,3715,2215,simple,ok,10,10,10,162,4,1.25,143,branch,534,104,313,274,186,69,2,trait,yes
10,2017,10,9,1500,003035,NA,NA,NA,,NA_NANA,3649,2149,simple,ok,7,7,7,571,42,1.25,239,branch,NA,NA,NA,NA,NA,289,14,,yes
10,2017,10,9,1500,003065,NA,NA,NA,,NA_NANA,3646,2146,simple,ok,5,5,5,2027,166,1.25,211,branch,642,117,483,429,245,948,62,,yes
10,2017,10,9,1500,003085,NA,NA,NA,,NA_NANA,3722,2222,simple,ok,5,5,5,784,71,1,251,branch,493,96,221,195,110,261,16,,yes
10,2017,10,9,1500,003088,NA,NA,NA,,NA_NANA,3705,2205,compound,ok?,2,,2,312,213,1,77,branch,NA,NA,NA,NA,NA,156,80,,yes
10,2017,10,9,1500,003089,NA,NA,NA,,NA_NANA,3713,2213,simple,ok,6,6,6,499,26,1.125,221,branch,NA,NA,NA,NA,NA,175,7,,yes
10,2017,10,9,1500,008671,NA,NA,NA,,NA_NANA,3636,2136,simple,ok,4,4,4,1270,90,1,150,branch,753,117,484,573,227,472,16,,yes
10,2017,10,9,1500,008673,NA,NA,NA,,NA_NANA,3728,2228,compound,ok?,1,,1,1377,453,1.25,166,branch,NA,NA,NA,NA,NA,798,208,,yes
10,2017,10,9,1500,009302,NA,NA,NA,,NA_NANA,3657,2157,simple,ok,20,20,20,203,7,1,146,branch,NA,NA,NA,NA,NA,83,2,,yes
10,2017,10,9,1500,009311,NA,NA,NA,,NA_NANA,3641,2141,simple,ok,15,15,15,594,28,1,182,branch,736,102,441,401,221,269,10,,yes
10,2017,10,9,1500,012472,NA,NA,NA,,NA_NANA,3544,2044,simple,ok,2,2,2,547,142,1.25,242,branch,762,116,468,620,190,192,32,rgr,yes
10,2017,10,9,1500,012608,NA,NA,NA,,NA_NANA,3702,2202,simple,ok,7,7,7,801,103,1.125,144,branch,583,102,230,268,95,301,26,rgr,YES
10,2017,10,6,1500,121973,Myrtaceae,Eugenia,citrifolia,,MYRT_Eugcit,3930,2430,simple,ok,5,5,5,902,27,1,285,branch,466,94,195,164,117,372,11,,
10,2017,10,6,1500,122013,Fabaceae,Inga,umbellifera,,FABA_Ingumb,4011,2511,compound,ok?,2,,4,665,102,1.125,178,branch,475,104,237,220,149,279,41,,
10,2017,10,6,1500,122075,Rubiaceae,Duroia,saccifera,,RUBI_Dursac,3928,2428,simple,ok,3,3,3,998,49,1.5,201,branch,796,100,509,499,332,404,14,,
10,2017,10,6,1500,122220,Boraginaceae,Cordia,trachyphylla,,BORA_Cortra,3534,2034,simple,ok,2,2,2,647,24,1,261,branch,NA,NA,NA,NA,NA,154,4,,ok
10,2017,10,6,1500,122238,Lauraceae,Endlicheria,bracteata,,LAUR_Endbra,3948,2448,simple,ok,5,5,5,1550,120,1,164,branch,637,90,300,306,127,628,29,,ok
10,2017,10,6,1500,122239,Sapotaceae,Pouteria,sp.7.FITO,,SAPO_Pousp7,3955,2455,simple,ok,7,7,7,887,60,1,243,branch,453,91,177,150,107,359,23,,
10,2017,10,6,1500,122247,Fabaceae,,,,,3526,2026,compound,ok?,1,,1,450,110,1,122,branch,NA,NA,NA,NA,NA,179,40,,yes
10,2017,10,6,1500,122258,Fabaceae,Parkia,decussata,,FABA_Pardec,3940,2440,bipinnate,ok?,2,,2,914,200,1,98,branch,427,88,166,159,92,354,82,,ok
10,2017,10,6,1500,122285,Annonaceae,Bocageopsis,multiflora,,ANNO_Bocmul,4004,2504,simple,ok,20,20,20,170,5,1,113,branch,554,95,265,247,148,80,2,,ok
