trip,dd,mm,yyyy,plantID,cii,tnlc,bang,btype,lblade,phylotax,phylotax2,growth-leaves,growth-branches,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,rhf,nl,np,lhm,phm,ef,rhs,td,tl,tv,thm,ldm,pdm,ttype,tdm,QC1,scan
6,21,7,2017,240278,1,NA,NA,vertical,odd-pinnate,alternate,spiral,r,?,2882,10,2776,-10,2455,54,310,361,312,166,110,84,801,0.5,1,407,211,162,2001,774,105,446,495,197,90,NA,245,Q,ok
6,21,7,2017,240277,1,NA,NA,both,even-pinnate,alternate,spiral,r,???,2500,80,2116,-10,2042,76,307,387,373,320,144,126,2047,2,2,302,96,97,1100,691,99,339,398,144,45,NA,220,YES,ok
6,21,7,2017,240285,1.5,NA,NA,horizontal,geminate-pinnate,alternate,spiral,???,???,2822,30,2628,-10,2445,77,410,446,424,320,248,204,2209,1,1,1313,146,205,1100,671,98,376,439,566,60,NA,247,YES,"ok, but image 002 had wrong id (240258)"
6,21,7,2017,240284,1.5,NA,NA,vertical,simple,opposite,in between,r,r,2995,40,2908,-10,2427,73,280,351,360,293,238,144,2041,10,10,377,11,150,1100,526,97,194,222,136,4,NA,119,YES,ok
6,21,7,2017,240286,1,NA,NA,horizontal,simple,alternate,distic,r,?,1723,10,1302,-10,1148,71,178,193,178,123,115,88,758,5,5,560,NA,210,1958,596,102,375,438,256,9,NA,247,YES,ok
6,21,7,2017,240260,1.5,NA,NA,vertical,even-pinnate,alternate,spiral,?,c,1991,10,1477,-10,1276,76,160,181,173,155,94,75,2100,1,1,967,445,235,1100,NA,NA,NA,NA,345,191,NA,NA,YES,ok
6,21,7,2017,240005,1,187,NA,both,simple,alternate,distic,r,?,2053,10,1475,-10,1208,64,93,103,85,59,85,72,2107,5,5,897,58,163,1100,613,109,343,393,412,21,NA,191,YES,ok
6,21,7,2017,240006,1,22.5,NA,up-arched,simple,alternate,spiral,r,r,1544,10,1227,-10,894,49,93,132,51,2,181,137,2110,5,5,769,47,163,1100,509,113,245,238,335,17,NA,109,YES,ok
6,21,7,2017,240029,1,40,30;60,both,even-pinnate,alternate,distic,c,?,1892,10,1803,-10,1290,82,189,217,161,117,117,117,645,2,2,1290,121,309,1845,408,113,154,175,NA,NA,NA,82,YES,ok
6,21,7,2017,240031,1,1152,30,horizontal,simple,alternate,distic,r,?,3959,10,2892,-10,2766,81,356,423,336,259,259,245,2054,7,7,665,16,203,1100,545,101,244,282,310,7,NA,168,YES,ok
6,21,7,2017,240032,1,NA,NA,without,odd-pinnate,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1936,1,1,603,260,125,1100,NA,NA,NA,NA,294,116,NA,NA,NO,ok
6,21,7,2017,240152,1,189,NA,up-arched,simple,alternate,spiral,r,???,2240,10,1774,-10,1352,77,192,240,191,80,190,125,2143,5,5,925,57,133,1100,504,110,263,295,340,14,NA,130,YES,ok
6,21,7,2017,240153,1,35,NA,both,alternipinnate,alternate,distic,?,???,1988,10,1405,-10,1162,76,101,169,137,37,143,76,2151,2,2,375,63,135,1100,438,113,212,216,159,25,NA,111,YES,ok
6,21,7,2017,240398,1.5,NA,NA,horizontal,odd-pinnate,alternate,in between,c,???,2585,10,1951,-10,1691,75,255,313,250,75,146,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA
6,21,7,2017,240394,1,NA,30,horizontal,simple,alternate,distic,r,???,3250,50,2995,-10,2801,75,353,411,274,72,301,150,643,6,6,479,15,200,1843,676,102,381,417,235,4,NA,235,YES,"ok, but image 2 had wrong id (242394)"
6,21,7,2017,240363,1,NA,NA,horizontal,simple,alternate,distic,r,???,2758,10,2244,-10,2079,80,403,405,367,297,232,206,2010,6,6,1323,66,299,1100,628,114,385,413,698,23,NA,226,YES,ok
6,21,7,2017,240362,1,NA,NA,horizontal,simple,alternate,distic,c,r,2069,10,1645,-10,1356,73,134,162,121,103,139,146,2203,10,10,807,27,264,1100,516,104,211,248,246,5,NA,124,YES,ok
6,21,7,2017,240367,1,NA,NA,horizontal,simple,alternate,distic,r,???,2279,10,1753,-10,1422,76,190,227,173,121,208,133,2213,6,6,305,12,162,1100,533,107,228,267,157,7,NA,149,YES,ok
6,21,7,2017,240366,1,NA,NA,vertical,simple,alternate,distic,???,???,2813,10,2680,-10,2384,75,361,478,422,335,188,147,2016,6,6,1135,79,206,1100,428,116,205,232,502,34,NA,115,YES,ok
6,21,7,2017,240356,1.25,NA,NA,vertical,simple,opposite,cruzada,?,r,2000,30,1512,-10,1255,68,89,198,133,65,138,107,2025,5,5,815,41,153,1100,405,115,167,197,283,13,NA,98,YES,ok
6,21,7,2017,240251,1.5,NA,NA,horizontal,simple,alternate,distic,r,???,3471,10,2646,-10,2121,68,238,268,139,31,228,156,707,5,5,457,13,186,1907,607,104,336,355,220,4,NA,157,YES,ok
6,21,7,2017,240252,1.5,NA,NA,horizontal,simple,alternate,distic,?,c,2095,70,1973,-10,1426,74,109,184,112,25,188,152,734,10,10,244,5,146,1934,417,103,189,225,111,0,NA,128,YES,ok
6,21,7,2017,240250,1.5,NA,NA,vertical,simple,opposite,cruzada,?,???,2507,10,1993,-10,2046,78,275,349,285,280,227,186,2135,5,5,617,42,215,1100,782,116,475,569,266,13,NA,318,YES,ok
6,21,7,2017,240375,1.5,NA,45,vertical,even-pinnate,alternate,in between,?,???,2656,30,2287,-10,1791,79,254,323,298,268,148,141,750,2,2,1089,159,184,1950,483,110,220,244,480,68,NA,136,YES,ok
6,21,7,2017,240379,1,NA,NA,vertical,simple,alternate,distic,r,???,2457,10,1987,-10,1903,79,224,317,282,199,194,168,2159,5,5,500,34,169,1100,640,118,385,470,229,10,NA,275,YES,ok
6,21,7,2017,240384,1,NA,NA,horizontal,simple,alternate,distic,?,???,2063,10,1328,-10,1028,79,171,183,155,137,117,37,729,5,5,1382,74,224,1929,534,102,250,269,750,33,NA,122,YES,ok
6,21,7,2017,240409,1,NA,NA,both,odd-pinnate,alternate,spiral,r,???,1969,10,1420,-10,825,74,74,120,72,8,92,93,1950,2,2,473,97,154,1100,495,109,237,282,205,39,NA,148,YES,ok
6,24,7,2017,240111,1,567,NA,horizontal,simple,alternate,distic,r,???,1984,10,1518,-10,1138,78,136,145,105,-15,198,157,1836,10,10,573,16,169,1120,441,90,145,176,272,5,NA,102,YES,ok
6,24,7,2017,240115,1,380,NA,horizontal,simple,alternate,spiral,r,???,3586,10,2981,-10,2799,83,440,479,451,387,205,124,2112,10,10,653,20,249,1120,688,108,405,441,270,8,NA,216,YES,ok
6,24,7,2017,240118,1,85,NA,down-arched,simple,alternate,distic,r,???,1880,10,1596,-10,1306,78,211,246,207,137,229,57,2048,5,5,870,50,166,1120,526,104,246,289,416,19,NA,158,YES,ok
6,21,7,2017,240120,1.5,96,NA,up-arched,simple,opposite,cruzada,?,???,2338,10,1941,-10,1597,87,186,261,186,143,184,206,2154,5,5,1402,211,145,1100,550,111,280,319,508,53,NA,147,YES,ok
6,21,7,2017,240098,1,30,NA,both,odd-pinnate,alternate,spiral,?,???,2975,10,2621,-10,2498,67,294,325,234,183,197,204,2148,0.5,1,543,341,149,1100,658,108,419,473,309,153,NA,258,YES,ok
6,21,7,2017,240151,1,275,NA,horizontal,simple,alternate,distic,?,c,1611,10,1180,-10,1069,68,140,186,116,71,160,194,1944,7,7,694,16,167,1100,496,102,194,250,315,6,NA,163,YES,"ok, but with one extra copy of image 002 (image 003)"
6,21,7,2017,240148,1,58,NA,both,simple,alternate,distic,?,???,1865,10,1417,-10,1188,78,152,254,173,125,141,153,2113,5,5,708,46,146,1100,607,104,272,322,350,20,NA,184,YES,ok
6,21,7,2017,240358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,5,5,591,50,196,1100,659,112,375,330,243,12,NA,168,NO,ok
6,21,7,2017,240359,1,NA,30,horizontal,simple,alternate,distic,?,c,1863,10,1448,-10,1073,72,146,187,106,22,160,185,2000,6,6,754,22,172,1100,437,103,745,188,338,8,NA,116,YES,ok
6,21,7,2017,240348,1.5,NA,45;60,vertical,simple,alternate,distic,?,r,1552,10,1062,-10,905,97,97,134,91,50,107,81,2004,6,6,727,16,200,1100,311,112,NA,108,326,4,NA,64,Q,ok
6,21,7,2017,240338,1.5,NA,NA,without,simple,alternate,spiral,?,?,1825,15,1281,-10,1171,83,122,148,117,86,140,88,754,1,1,1196,83,224,1954,NA,NA,NA,NA,521,29,NA,NA,YES,ok
6,21,7,2017,240340,1.5,NA,45;60,vertical,simple,opposite,cruzada,?,r,1955,10,1348,-10,1064,100,100,167,144,126,110,52,1956,7,7,494,27,153,1100,474,100,170,203,217,8,NA,90,YES,ok
6,21,7,2017,240334,1.5,NA,NA,horizontal,simple,alternate,distic,r,c,3344,10,2430,-10,2381,82,300,323,251,218,207,164,2030,6,6,476,20,195,1100,641,125,383,434,213,6,NA,238,YES,ok
6,21,7,2017,240332,1,NA,NA,without,compound,alternate,spiral,?,r,1663,10,1449,-10,1150,83,265,288,261,238,112,100,2037,1,1,655,228,123,1100,NA,NA,NA,NA,368,133,NA,NA,YES,ok
6,24,7,2017,240066,1,20,NA,without,odd-pinnate,alternate,spiral,?,???,2200,90,1872,-10,1645,76,274,318,287,253,126,110,1756,0.5,1,287,219,164,1120,NA,NA,NA,NA,136,89,NA,NA,YES,ok
6,24,7,2017,240071,1,110,NA,vertical,simple,opposite,distic,?,r,1775,10,1242,-10,1087,81,95,163,115,65,153,122,2038,5,5,320,14,170,1120,424,106,202,245,158,6,NA,149,YES,ok
6,24,7,2017,240079,1.5,105,NA,horizontal,odd-pinnate,alternate,in between,r,???,1760,10,1359,-10,1141,73,174,184,124,54,161,156,2033,2,2,549,80,196,1120,372,98,108,128,275,34,NA,65,YES,ok
6,24,7,2017,240084,2,56,NA,horizontal,even-pinnate,alternate,spiral,?,???,2550,10,2197,-10,1964,72,234,300,234,167,93,168,2041,1,1,1301,306,221,1120,999,95,668,776,603,148,NA,452,YES,ok
6,24,7,2017,240095,1,62.5,NA,horizontal,simple,alternate,spiral,?,???,3056,10,2580,-10,2298,81,347,407,336,316,162,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,YES,NA
6,24,7,2017,240107,1,105,0;45,vertical,simple,alternate,spiral,?,c,2418,10,2063,-10,1470,79,163,200,126,66,228,210,2143,4,4,1337,81,235,1120,570,103,288,312,570,27,NA,160,YES,ok
6,24,7,2017,240104,1,110,30,horizontal,simple,alternate,distic,?,r,2183,10,1964,-10,1687,85,220,249,169,84,166,113,NA,5,5,1042,47,205,NA,885,101,619,612,460,15,NA,262,YES,"ok, but image 1 had wrong id (230104)"
6,21,7,2017,240015,1,152,0;30,horizontal,simple,alternate,distic,r,???,2443,10,1555,-10,822,75,97,116,44,-71,155,114,649,5,5,611,13,167,1849,488,110,218,243,275,5,NA,105,YES,ok
6,21,7,2017,240025,1,121.5,NA,down-arched,odd-pinnate,alternate,spiral,?,???,2533,10,2034,-10,1696,76,154,289,212,136,155,200,1924,1,1,326,76,132,1100,461,99,170,195,192,36,NA,106,YES,ok
6,21,7,2017,240027,1,12,60;90,vertical,odd-pinnate,alternate,spiral,r,???,2090,10,1495,-10,1224,78,144,179,131,82,79,74,720,0.5,1,395,155,158,1100,574,99,257,293,185,57,NA,132,YES,ok
6,24,7,2017,240010,1,2500,NA,down-arched,simple,opposite,distic,?,???,3560,10,3123,-10,3008,72,366,408,314,104,232,157,1820,10,10,279,10,196,1120,554,102,223,263,83,3,NA,121,Q,ok
6,24,7,2017,240050,1,114,NA,horizontal,simple,alternate,distic,r,r,3075,10,2458,-10,2562,76,328,357,327,288,316,190,1811,5,5,775,31,139,1120,150,98,235,214,301,8,NA,87,YES,ok
6,24,7,2017,240060,1,NA,NA,horizontal,simple,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1402,228,229,NA,855,97,525,599,706,100,NA,313,NO,ok
6,24,7,2017,240062,1,63,NA,up-arched,simple,alternate,spiral,r,r,2602,10,1945,-10,1756,80,316,350,241,119,193,170,2050,5,5,1152,46,190,1120,575,100,296,345,512,17,NA,184,YES,"ok, but had wrong id (230062)"
6,21,7,2017,240144,1,11,45;60,vertical,bipinnated,alternate,spiral,?,???,1292,60,1200,-10,803,98,98,128,66,22,103,99,2142,0.5,1,671,618,136,1100,700,95,400,418,272,251,NA,196,YES,ok
6,24,7,2017,240204,1,36,NA,up-arched,odd-pinnate,alternate,spiral,?,???,3188,20,2437,-10,2582,46,355,421,344,277,131,82,2044,2,2,691,147,140,1120,493,111,273,318,300,55,NA,163,YES,ok
6,21,7,2017,240224,1,NA,NA,horizontal,simple,alternate,distic,r,???,1713,10,1379,-10,1077,85,172,209,149,42,106,77,713,5,5,456,9,209,1913,328,95,90,109,219,0,NA,56,YES,ok
6,21,7,2017,240223,1,NA,30,horizontal,simple,alternate,distic,r,???,2910,10,2039,-10,1614,84,269,316,236,11,111,102,2103,5,5,544,11,169,1100,499,110,217,262,221,3,NA,153,YES,ok
6,21,7,2017,240226,1,NA,NA,both,bipinnated,alternate,distic,?,???,2577,10,1915,-10,1555,88,146,205,163,69,165,151,2120,3,3,435,76,177,1100,770,109,445,516,160,25,NA,287,YES,ok
6,21,7,2017,240225,1,NA,NA,horizontal,simple,alternate,distic,???,r,3544,10,2637,-10,2337,88,422,451,317,231,205,223,2125,11,11,461,20,204,1100,633,110,385,379,196,5,NA,199,YES,ok
6,21,7,2017,240254,1,NA,NA,horizontal,simple,alternate,distic,r,???,2962,10,2120,-10,1934,82,300,372,262,63,193,134,2131,5,5,494,14,207,1100,825,110,514,608,233,5,NA,341,YES,ok
6,24,7,2017,230084,1,NA,NA,both,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850,10,10,363,9,184,1120,464,97,182,209,156,4,NA,118,NO,ok
6,24,7,2017,230096,1,256,NA,horizontal,simple,alternate,distic,c,r,3084,50,2567,-10,2144,999,231,256,183,79,209,153,NA,5,5,1337,87,280,1120,655,112,443,480,654,27,NA,228,YES,ok
6,24,7,2017,230154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,653,NA,213,1120,521,101,210,259,328,14,NA,149,NO,ok
6,24,7,2017,230224,1,NA,NA,up-arched,simple,opposite,cruzada,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,5,5,603,37,139,1120,771,111,560,692,213,11,NA,422,NO,ok
6,24,7,2017,230234,1,NA,45,vertical,odd-pinnate,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1814,0.5,1,368,239,114,1120,NA,NA,NA,NA,168,107,NA,NA,NO,ok
6,24,7,2017,230209,1,94.5,NA,both,simple,alternate,spiral,???,???,1832,10,1306,-10,1135,999,102,158,136,112,118,121,2121,5,5,677,46,178,1120,425,100,156,188,321,18,NA,96,YES,ok
6,24,7,2017,230012,1,3,NA,without,bipinnated,alternate,spiral,???,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1953,0.5,1,1152,753,144,1120,NA,NA,NA,NA,423,281,NA,NA,NO,ok
6,24,7,2017,230019,1,36,NA,down-arched,simple,alternate,distic,???,???,2092,10,1618,-10,1276,999,196,229,162,102,159,84,2010,5,5,1406,82,190,1120,441,91,145,174,737,27,NA,92,YES,ok
6,24,7,2017,230020,1,110,NA,horizontal,simple,alternate,spiral,r,???,2127,10,1317,-10,1582,-24,14,76,39,17,140,132,2000,5,5,1376,75,189,1120,659,101,352,387,675,30,NA,178,YES,ok
6,24,7,2017,230013,1,NA,NA,both,even-pinnate,alternate,spiral,?,???,1602,10,1323,-10,1014,999,140,178,162,131,134,69,1904,1,2,453,80,NA,1120,411,92,135,139,154,29,NA,67,YES,ok
6,24,7,2017,230182,2,31,NA,vertical,simple,alternate,spiral,r,???,2138,10,1574,-10,1289,75,142,169,129,42,122,57,2057,5,5,2871,198,225,1120,580,102,360,368,1153,61,NA,167,YES,ok
6,24,7,2017,230186,1,234,NA,horizontal,simple,alternate,distic,r,???,2106,10,1430,-10,1239,71,162,195,118,-46,160,132,1831,5,5,378,16,213,1120,478,106,216,271,193,7,NA,160,YES,ok
6,24,7,2017,230153,1,10,NA,without,simple,alternate,spiral,r,???,1870,10,1033,-10,1062,79,127,170,143,122,85,73,2141,2,2,848,126,289,1120,NA,NA,NA,NA,402,43,NA,NA,YES,ok
6,24,7,2017,230146,1,155,NA,horizontal,simple,alternate,distic,r,???,2381,10,2047,-10,1882,74,341,381,287,205,223,164,1908,5,5,856,39,193,1120,464,89,157,203,387,14,NA,123,YES,ok
6,24,7,2017,230158,1,20,NA,vertical,odd-pinnate,alternate,spiral,r,???,2222,10,1890,-10,1550,999,208,222,180,135,127,121,2106,1,1,839,225,184,1120,553,106,321,369,459,96,NA,177,YES,ok
6,24,7,2017,230145,1,NA,NA,???,simple,opposite,distic,?,???,1878,10,1313,-10,1210,999,NA,NA,NA,NA,NA,NA,1843,7,7,270,0,163,1120,468,99,181,218,119,2,NA,126,NO,ok
6,24,7,2017,230147,1,234,NA,down-arched,simple,alternate,in between,r,???,2011,10,1090,-10,704,999,96,149,56,-34,96,49,1930,7,7,575,19,221,1120,435,103,152,179,273,9,NA,107,YES,ok
6,24,7,2017,230148,1,18,NA,without,odd-pinnate,alternate,spiral,r,???,2228,10,1949,-10,1552,999,233,255,223,186,151,156,2019,0.5,1,544,319,156,1120,NA,NA,NA,NA,307,145,NA,NA,YES,ok
6,24,7,2017,230151,1,205,NA,up-arched,simple,opposite,cruzada,?,???,2828,10,2286,-10,1848,999,299,303,201,117,190,161,1825,5,5,329,19,208,1120,625,93,312,355,131,6,NA,174,YES,image 002 missing
6,24,7,2017,230150,1,26,NA,without,compound,alternate,spiral,?,???,1840,10,1389,-10,1154,999,174,225,172,100,123,59,2101,1,1,852,364,172,1120,NA,NA,NA,NA,466,218,NA,NA,YES,ok
6,24,7,2017,230044,1.5,132,NA,horizontal,simple,alternate,distic,r,???,1612,10,1428,-10,1294,999,178,196,166,14,151,151,2104,5,5,632,41,205,1120,403,100,141,183,308,15,NA,112,YES,ok
6,24,7,2017,230046,1,126,45,vertical,simple,alternate,distic,?,???,1493,10,1050,-10,698,999,75,113,92,75,95,88,1940,9,9,675,19,204,1120,313,106,103,127,329,5,NA,69,YES,ok
6,24,7,2017,230047,1,72,60,vertical,compound,alternate,spiral,r,???,1911,10,1632,-10,1345,999,110,161,109,-21,77,74,1935,3,3,457,38,193,1120,487,96,200,230,195,16,NA,119,YES,ok
6,24,7,2017,230052,1,20,45,vertical,even-pinnate,alternate,spiral,r,???,1886,10,1491,-10,1031,999,135,219,173,82,116,95,NA,3,3,1205,158,226,1120,555,105,319,309,434,59,NA,144,YES,ok
6,24,7,2017,230014,1,322,NA,horizontal,simple,alternate,distic,?,???,2691,10,2245,-10,2045,999,309,346,303,215,237,201,NA,5,5,523,24,181,1120,467,108,247,301,253,8,NA,172,YES,ok
6,24,7,2017,230031,1,204,NA,horizontal,simple,alternate,distic,r,???,2547,10,2045,-10,1344,999,192,205,123,37,187,102,2129,4,4,380,26,189,1120,577,112,308,347,404,11,NA,146,YES,ok
6,24,7,2017,230026,1,562.5,NA,horizontal,simple,alternate,distic,r,???,2778,10,2280,-10,1965,999,232,303,181,108,264,182,1914,5,5,183,5,151,1120,542,99,240,263,83,2,NA,131,YES,ok
6,24,7,2017,230036,1,21,45,vertical,odd-pinnate,alternate,spiral,r,???,1553,10,1287,-10,1111,999,131,167,139,112,113,63,1949,1,2,561,170,174,1120,492,92,197,215,268,63,NA,92,YES,ok
6,24,7,2017,230131,1,145,30,horizontal,simple,alternate,distic,?,r,2188,10,1553,-10,1192,999,213,227,208,117,118,86,1856,10,10,478,15,208,1120,371,114,157,182,180,4,NA,100,YES,ok
6,24,7,2017,230135,1,540,NA,horizontal,simple,opposite,distic,r,???,2420,10,1822,-10,1660,999,205,251,203,156,181,212,2131,10,10,519,7,236,1120,386,107,125,150,232,3,NA,91,YES,ok
6,24,7,2017,230071,1,20,60,vertical,geminate-pinnate,alternate,spiral,?,???,1822,25,1495,-10,1393,999,267,299,232,130,194,105,NA,1,1,877,96,160,1120,410,96,138,163,408,42,NA,92,YES,ok
6,26,7,2017,230468,1.5,220,45,vertical,simple,opposite,distic,?,???,1973,10,1628,-10,1432,999,182,262,211,92,177,118,3700,10,10,673,47,186,1500,630,105,350,414,295,12,NA,231,YES,ok
6,26,7,2017,230471,1.5,210,NA,horizontal,simple,alternate,distic,r,???,2516,10,2165,-10,1955,999,364,418,366,233,158,138,3708,5,5,376,9,151,1500,144,109,121,391,183,3,NA,182,YES,ok
6,26,7,2017,230474,1.5,930,NA,horizontal,simple,alternate,in between,r,???,3136,10,2544,-10,2336,999,373,415,200,-50,109,120,4020,11,11,870,45,212,1500,454,109,140,198,427,17,NA,87,Q,ok
6,26,7,2017,230476,1.5,957,60,vertical,simple,opposite,distic,?,???,1768,10,1580,-10,1363,999,264,302,217,91,168,97,3435,20,20,297,12,167,1500,520,107,250,302,157,6,NA,77,YES,ok
6,26,7,2017,230478,1.5,38,NA,vertical,simple,alternate,distic,r,???,1840,60,1420,-10,1237,999,140,171,148,130,176,85,3702,3,3,778,54,179,1500,547,112,361,399,363,20,NA,170,YES,ok
6,26,7,2017,230516,1.5,91,60,vertical,even-pinnate,alternate,in between,r,???,2880,20,2721,-10,2686,999,360,456,421,294,303,160,3425,3,3,810,218,149,1500,524,97,255,256,401,99,NA,144,YES,ok
6,26,7,2017,230422,1,140,0;45,both,bipinnated,alternate,in between,r,???,1860,10,1209,-10,991,999,127,167,127,78,112,132,3249,3,3,385,35,216,1500,513,125,219,351,175,15,NA,162,YES,ok
6,26,7,2017,230428,1,77,NA,horizontal,simple,alternate,distic,r,???,1878,10,1315,-10,1076,999,145,167,89,11,114,102,3706,5,5,626,32,171,1500,425,115,156,174,330,14,NA,95,YES,ok
6,26,7,2017,230425,1,NA,NA,horizontal,simple,alternate,distic,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3523,5,5,591,35,206,1500,373,104,116,134,278,12,NA,68,NO,ok
6,26,7,2017,230423,1,49,45,vertical,simple,alternate,spiral,r,???,2179,10,1585,-10,1283,68,68,127,103,60,106,94,3822,6,6,863,130,202,1500,721,105,496,529,335,34,NA,274,YES,image 003 missing and id was wrong for image 001 (230432)
6,26,7,2017,230486,1.5,NA,NA,???,odd-pinnate,alternate,spiral,r,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4014,1,1,642,131,141,1500,483,103,213,235,321,63,NA,137,NO,ok
6,26,7,2017,230485,1.5,390,NA,down-arched,simple,alternate,distic,?,???,1820,10,1751,-10,1401,999,165,183,148,92,105,128,3408,5,5,222,5,160,1500,454,107,203,242,92,4,NA,135,YES,ok
6,26,7,2017,230483,1.5,8,45,vertical,odd-pinnate,alternate,spiral,r,???,2058,10,1712,-10,1404,999,147,181,152,121,90,79,3756,1,1,691,163,158,1500,395,85,119,129,347,66,NA,52,Q,ok
6,26,7,2017,230461,1,31,NA,vertical,simple,alternate,spiral,r,???,1734,10,914,-10,1341,-47,36,64,6,-53,153,58,3940,4,4,1708,186,246,1500,768,106,544,575,768,66,NA,284,YES,ok
6,26,7,2017,230532,1,65,NA,horizontal,simple,alternate,spiral,r,???,2359,10,1821,-10,1451,999,253,270,171,NA,106,138,3825,5,5,1272,45,183,1500,501,107,235,263,562,15,NA,124,NO,ok
6,26,7,2017,230527,1,36,NA,vertical,simple,opposite,cruzada,?,c,1845,10,1168,-10,1574,999,39,65,54,17,67,47,3335,5,5,743,40,289,1500,752,98,525,578,160,5,NA,240,YES,image 002 missing
6,26,7,2017,230526,1,NA,NA,???,even-pinnate,alternate,distic,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3326,4,4,158,27,152,1500,606,104,298,312,75,9,NA,174,NO,ok
6,26,7,2017,230528,1,279,NA,horizontal,simple,opposite,distic,r,???,1217,50,1047,-10,847,999,113,160,90,24,104,100,3511,10,10,380,13,180,1500,329,101,95,104,162,4,NA,58,YES,ok
6,26,7,2017,230535,1,63,NA,horizontal,simple,alternate,distic,r,???,1893,10,1593,-10,1169,999,201,215,197,166,142,102,3811,5,5,785,30,185,1500,411,94,139,155,361,15,NA,85,YES,ok
6,26,7,2017,230533,1,14,NA,vertical,even-pinnate,alternate,in between,?,???,1550,10,1107,-10,791,49,49,85,72,56,117,65,3530,3,3,1047,117,198,1500,NA,NA,NA,NA,370,39,NA,NA,YES,ok
6,26,7,2017,230323,1.25,297,NA,horizontal,simple,alternate,distic,r,???,1851,10,1271,-10,716,999,133,146,96,36,145,131,3829,5,5,329,9,195,1500,383,110,191,231,149,3,NA,144,YES,ok
6,26,7,2017,230319,1,768,NA,both,simple,opposite,distic,?,???,2871,15,2337,-10,2075,999,275,351,258,156,202,181,3850,10,10,200,4,134,1500,597,108,345,408,108,0,NA,262,YES,ok
6,26,7,2017,230332,1.5,82.5,NA,horizontal,simple,alternate,distic,r,???,2113,10,1164,-10,504,999,82,97,29,-16,108,65,3847,4,4,474,18,184,1500,463,105,213,234,215,9,NA,102,YES,ok
6,26,7,2017,230315,1.5,24,NA,both,odd-pinnate,alternate,spiral,r,???,2604,10,1992,-10,1653,999,240,302,219,120,161,133,3255,1,1,685,202,143,1500,600,115,347,354,328,83,NA,168,YES,ok
6,26,7,2017,230314,2,84,NA,horizontal,simple,opposite,cruzada,?,r,1738,10,1165,-10,924,999,157,175,148,122,111,101,3843,8,8,888,52,166,1500,375,112,135,153,377,17,NA,83,YES,ok
6,26,7,2017,230304,2,182,NA,horizontal,simple,alternate,in between,?,???,1994,10,1515,-10,1244,999,187,249,189,66,186,89,3907,6,6,449,21,182,1500,548,112,333,400,174,6,NA,224,YES,ok
6,26,7,2017,230303,2,110,NA,down-arched,simple,alternate,distic,?,???,1941,10,1440,-10,1079,999,169,184,158,115,125,118,3350,12,12,688,45,185,1500,389,106,153,168,230,10,NA,78,YES,ok
6,26,7,2017,230279,1.5,114,NA,both,simple,alternate,in between,?,???,1851,20,1644,-10,1271,999,217,247,164,63,99,87,3308,5,5,295,16,162,1500,675,101,388,439,113,4,NA,246,YES,ok
6,26,7,2017,230289,1.5,NA,NA,???,even-pinnate,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3951,2,4,942,212,328,1500,589,108,392,362,413,86,NA,183,NO,ok
6,26,7,2017,230346,1.5,286,NA,down-arched,simple,opposite,distic,?,r,1879,50,1529,-10,1226,999,178,201,160,19,135,136,3517,7,7,949,24,244,1500,560,110,238,281,517,9,NA,159,YES,ok
6,26,7,2017,230348,2,12,NA,without,odd-pinnate,alternate,spiral,?,???,2551,10,2134,-10,1960,999,327,376,285,240,142,115,3922,2,2,3220,1161,178,1500,NA,NA,NA,NA,1607,467,NA,NA,YES,ok
6,26,7,2017,230343,2,NA,NA,s-shaped,simple,alternate,spiral,?,???,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3654,10,10,363,21,181,1500,367,107,132,151,191,9,NA,83,NO,ok
6,26,7,2017,230405,2,NA,NA,???,even-pinnate,alternate,spiral,?,???,2150,10,1827,-10,1179,999,123,180,118,76,132,49,3859,1,1,810,118,215,1500,421,107,162,185,386,55,NA,113,NO,ok
