trip,dd,mm,yyyy,plantID,cii,tnlc,bang,btype,lblade,phylotax,phylotax2,growth-leaves,growth-branches,d10,d10h,dbh,dbhh,d1b,s1bh,sh,cmax,cmean,cmin,cd1,cd2,rhf,nl,np,lhm,phm,ef,rhs,td,tl,tv,thm,ldm,pdm,ttype,tdm,QC1,scan
8,19,8,2017,90647,1,NA,45,vertical,simple,alternate,spiral,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3853,5,5,964,140,170,1630,430,75,126,141,362,43,NA,64,NO,ok
8,19,8,2017,90393,2,NA,?,?,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3919,3,3,1263,60,253,1630,390,91,128,136,574,22,NA,63,NO,ok
8,19,8,2017,90373,2.5,168,60,vertical,simple,alternate,distic,r,r,2369,50,2029,-10,1660,999,149,251,157,89,140,159,3546,5,5,710,20,161,1630,560,102,260,297,315,5,NA,171,YES,ok
8,19,8,2017,90381,2.5,21,60,vertical,odd-pinnate,alternate,spiral,r?,?,2278,20,1802,-10,1565,999,292,320,235,155,147,89,4214,1,1,521,164,163,1630,486,108,217,216,305,84,NA,88,YES,"ok, but image 002 with wrong id (381)"
8,19,8,2017,90445,1.75,200,30,Horizontal,simple,alternate,distic,r,c?,3740,30,2489,-10,1305,999,167,186,89,23,110,157,4456,5,5,1212,30,414,1630,558,103,302,341,369,8,NA,164,YES,ok
8,19,8,2017,90444,1.75,14,NA,without,even-pinnate,alternate,spiral,r?,?,1741,30,1318,-10,1073,999,170,192,155,70,141,106,4220,0.5,1,1272,766,208,1630,NA,NA,NA,NA,546,327,NA,NA,YES,ok
8,19,8,2017,90867,1.25,285,45,vertical,simple,opposite,cruzada,r,?,2371,10,1811,-10,1563,999,172,228,145,47,254,134,3554,5,5,397,26,232,1630,452,106,190,201,152,7,NA,91,YES,ok
8,20,8,2017,90864,1,63,30,Horizontal,simple,alternate,distic,r,?,1902,10,1267,-10,942,999,174,204,129,74,78,74,4521,5,5,628,25,232,1630,373,96,118,131,308,11,NA,67,YES,ok
8,20,8,2017,90802,1,84,60,vertical,simple,opposite,cruzada,c?,r?,2553,20,1883,-10,2833,-30,-12,117,84,59,160,84,3544,5,5,1167,69,290,1630,862,99,570,628,287,12,NA,259,YES,ok
8,20,8,2017,90809,1,NA,30,Horizontal,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3550,5,5,421,10,149,1630,495,92,217,242,201,4,NA,128,NO,ok
8,20,8,2017,90800,1,80,0,Horizontal,simple,alternate,distic,r,?,2240,10,1543,-10,1400,999,202,205,180,121,84,118,3805,6,6,547,8,156,1630,489,107,248,289,86,2,NA,174,YES,ok
8,20,8,2017,90811,1,21,45,logarithmic,odd-pinnate,alternate,in between,?,?,1888,50,1469,-10,1270,999,269,271,212,128,84,58,4029,2,2,280,53,85,1630,590,88,261,283,132,23,NA,182,YES,ok
8,20,8,2017,90812,1,12,0?,???,simple,alternate,spiral,r,?,1747,10,1157,-10,983,999,259,272,277,264,78,55,3408,2,2,747,54,181,1630,NA,NA,NA,NA,242,13,NA,NA,YES,ok
8,20,8,2017,90813,1,112,0,Horizontal,simple,opposite,distic,c?,r,2273,10,1817,-10,1390,999,216,216,207,182,143,98,3755,5,5,444,16,201,1630,380,107,137,162,177,6,NA,88,YES,ok
8,20,8,2017,90796,1,784,0;30,Horizontal,simple,alternate,distic,r,r?,2599,25,2171,-10,1884,999,343,397,332,250,167,191,3606,15,15,403,32,165,1630,506,94,163,194,175,12,NA,120,YES,ok
8,20,8,2017,90793,1.25,10,NA,without,simple,alternate,spiral,r,?,2027,10,1502,-10,1419,999,258,282,277,234,61,113,3757,1,1,1183,320,261,1630,413,80,122,136,422,89,NA,57,YES,ok
8,20,8,2017,90792,1.25,72,0;30,Horizontal,simple,alternate,distic,r,?,2126,10,1650,-10,1607,999,280,319,234,51,111,102,3509,5,5,524,27,194,1630,474,100,181,219,214,9,NA,134,YES,ok
8,20,8,2017,90791,1.25,NA,45,logarithmic,simple,opposite,distic,r?,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3434,10,10,409,11,134,1630,438,99,147,158,206,4,NA,79,NO,ok
8,20,8,2017,90742,1,133,45;60,vertical,compound,alternate,spiral,r,?,1625,10,1309,-10,983,999,144,190,144,109,116,87,3458,2,2,226,40,134,1630,531,95,206,240,118,18,NA,149,YES,ok
8,20,8,2017,90756,1.25,128,30,Horizontal,simple,opposite,distic,c?,r?,2158,30,1727,-10,1428,999,247,277,195,144,180,135,3804,5,5,477,17,142,1630,392,91,120,136,191,6,NA,66,YES,ok
8,20,8,2017,90754,1.25,NA,?,?,odd-pinnate,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3416,2,2,333,68,134,1630,NA,NA,NA,NA,165,25,NA,NA,NO,ok
8,20,8,2017,90854,1,NA,30,Horizontal,simple,alternate,distic,r,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051,5,5,580,20,131,1630,342,80,81,92,572,20,NA,43,NO,ok
8,20,8,2017,90857,1,NA,0,Horizontal,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3926,10,10,259,6,151,1630,419,93,140,140,86,2,NA,46,NO,ok
8,20,8,2017,90851,1,160,0,Horizontal,simple,opposite,distic,r?,r,2083,40,1938,-10,1613,999,246,270,222,103,145,107,3538,5,5,246,4,149,1630,595,97,347,400,92,1,NA,220,YES,ok
8,20,8,2017,90747,1.25,336,60,vertical,simple,opposite,cruzada,r,?,3739,20,2875,-10,2658,999,211,263,198,146,195,201,3640,5,5,657,46,173,1630,712,95,415,468,223,10,NA,220,YES,ok
8,20,8,2017,90759,1,NA,30?,???,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4118,5,5,492,22,169,1630,267,89,62,72,208,7,NA,34,NO,ok
8,20,8,2017,90760,1,32,0;30,Horizontal,simple,alternate,spiral,r?,?,2033,10,1511,-10,1179,999,150,169,161,126,88,109,3637,5,5,667,32,139,1630,595,93,284,328,309,10,NA,189,YES,ok
8,20,8,2017,90703,1,210,0,Horizontal,odd-pinnate,alternate,in between,c?,?,3240,20,2040,-10,1398,999,280,309,174,21,183,124,3620,1,2,402,166,147,1630,486,108,221,240,194,67,NA,127,Q,ok
8,20,8,2017,90763,1,NA,?,?,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3328,6,6,532,15,183,1630,288,89,58,67,254,8,NA,35,NO,ok
8,20,8,2017,90702,1,87.5,0,Horizontal,simple,alternate,spiral,r,r?,2985,10,2380,-10,2091,999,387,461,332,169,203,121,3740,5,5,1588,83,200,1630,682,96,354,395,675,31,NA,228,YES,ok
8,20,8,2017,90766,1,NA,?,?,simple,opposite,distic,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3454,4,4,859,27,259,1630,478,99,201,233,394,9,NA,139,NO,ok
8,20,8,2017,90700,1,110,30,Horizontal,simple,alternate,distic,r,r,2232,20,1619,-10,1314,999,184,206,161,22,146,156,3503,5,5,363,19,162,1630,394,108,154,165,147,6,NA,89,YES,ok
8,20,8,2017,91123,1,48,0,Horizontal,simple,alternate,spiral,r,r?,1886,20,1409,-10,1193,999,144,162,146,110,148,105,3744,3,3,539,48,135,1630,601,104,350,384,217,13,NA,215,YES,ok
8,20,8,2017,91124,1,NA,60?,vertical,simple,opposite,cruzada,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3617,6,6,570,43,173,1630,710,94,372,381,208,12,NA,210,NO,ok
8,20,8,2017,90979,1,23,0,Horizontal,simple,opposite,distic,?,r,2020,10,1658,-10,1558,999,239,262,250,226,107,147,4035,5,5,2867,147,438,1630,601,80,256,280,1100,63,NA,121,YES,ok
8,20,8,2017,90698,1,168,0;30;45,both,simple,alternate,distic,r?,?,1983,25,1371,-10,1180,999,137,166,131,65,71,94,3751,10,10,357,6,139,1630,332,82,66,81,167,2,NA,42,YES,ok
8,20,8,2017,90972,1,NA,0,Horizontal,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3441,10,10,145,3,117,1630,NA,NA,NA,NA,68,2,NA,NA,NO,ok
8,20,8,2017,90973,1,442,0;30,Horizontal,simple,alternate,distic,r,r?,2650,10,1942,-10,1330,999,192,202,140,69,121,149,3644,5,5,548,22,193,1630,400,103,202,215,180,5,NA,95,YES,ok
8,20,8,2017,90982,1,125,30;45,vertical,simple,alternate,distic,r,?,1834,10,1535,-10,1455,999,261,291,256,154,157,135,3752,5,5,551,38,148,1630,441,98,143,178,266,12,NA,110,YES,ok
8,20,8,2017,90981,1,16,NA,without,simple,alternate,spiral,r,?,2505,10,2323,-10,2242,999,365,401,386,323,108,97,4128,2,2,2278,647,208,1630,NA,NA,NA,NA,888,179,NA,NA,YES,ok
8,20,8,2017,90696,1,78,30;45,vertical,simple,alternate,distic,r,?,2279,20,1795,-10,1333,999,187,211,189,103,57,115,3519,5,5,381,9,179,1630,540,97,190,220,182,5,NA,126,YES,ok
8,20,8,2017,90697,1,NA,?,?,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3647,2,2,486,24,171,1630,741,110,518,578,236,9,NA,294,NO,ok
8,20,8,2017,90685,1,6,NA,without,compound,alternate,spiral,r,?,1234,10,1078,-10,859,30,61,89,73,59,91,63,4225,0.5,1,501,331,228,1630,NA,NA,NA,NA,202,107,NA,NA,YES,ok
8,20,8,2017,90687,1,560,0,Horizontal,simple,alternate,distic,r,r,2190,10,1796,-10,1637,999,218,225,191,75,189,125,4528,5,5,130,6,154,1630,534,107,292,328,66,3,NA,168,YES,ok
8,20,8,2017,90684,1,56,0,Horizontal,odd-pinnate,alternate,in between,r,?,2886,10,2496,-10,2240,999,369,450,302,153,200,145,4349,0.5,1,307,135,163,1630,744,99,469,443,159,61,NA,260,YES,ok
8,20,8,2017,90904,1,304,45,vertical,simple,alternate,in between,r,r?,2864,20,2456,-10,2293,999,344,370,262,184,202,116,4019,5,5,1041,38,176,1630,444,87,165,191,442,15,NA,101,YES,image 003 missing
8,20,8,2017,90916,1,60,0,Horizontal,simple,alternate,distic,r,r?,4082,10,3030,-10,2335,999,216,225,164,50,174,178,4405,3,3,844,44,174,1630,764,103,468,502,386,12,NA,214,Q,ok
8,20,8,2017,90914,1,28,30,Horizontal,odd-pinnate,alternate,spiral,c?,r?,2331,45,2071,-10,1584,999,265,314,166,46,159,135,4506,1,2,359,103,158,1630,584,95,275,309,170,41,NA,164,YES,ok
8,20,8,2017,80769,1.25,22,0,Horizontal,simple,alternate,distic,r?,r,2433,10,1989,-10,1691,999,252,270,248,220,164,117,4437,2,2,1292,69,152,1630,587,102,359,328,512,13,NA,126,YES,ok
8,20,8,2017,90679,1,28,30,Horizontal,compound,alternate,spiral,r,?,2392,10,1748,-10,1269,999,180,238,194,173,137,118,4516,1,2,209,131,191,1630,524,113,271,316,92,42,NA,153,YES,ok
8,20,8,2017,90678,1,162,30,Horizontal,simple,alternate,distic,r,?,2364,10,1938,-10,1512,999,228,253,174,56,103,132,4525,5,5,459,15,182,1630,593,97,315,339,199,6,NA,154,YES,ok
8,20,8,2017,90675,1,105,0,Horizontal,simple,alternate,distic,r,r,2310,20,1869,-10,1749,999,263,281,273,215,157,109,4110,5,5,604,28,151,1630,417,83,120,118,240,8,NA,50,YES,ok
8,20,8,2017,90692,1,20,60,vertical,compound,alternate,spiral,r,?,2433,30,2047,-10,1660,999,338,379,324,283,141,129,4245,0.5,1,799,305,176,1630,NA,NA,NA,NA,323,123,NA,NA,YES,ok
8,20,8,2017,90694,1,54,60,vertical,simple,opposite,cruzada,r,r?,1813,10,1438,-10,1563,-55,13,62,47,30,110,28,4046,5,5,1455,106,315,1630,723,84,395,427,326,18,NA,154,Q,ok
8,20,8,2017,90673,1,119,45,vertical,simple,alternate,spiral,r,?,4924,20,4073,-10,3808,999,116,273,232,174,261,301,4123,2,2,1329,69,237,1630,566,87,237,260,404,16,NA,102,?,ok
8,20,8,2017,90672,1,30,60,vertical,simple,alternate,distic,r,?,2081,10,1368,-10,1285,999,229,275,210,82,58,85,3527,5,5,817,29,163,1630,320,83,71,81,333,9,NA,37,Q,ok
8,20,8,2017,81244,1,252,45,vertical,simple,opposite,distic,?,?,3293,20,2469,-10,2298,999,236,304,267,177,248,162,4440,5,5,502,13,207,1630,685,96,355,381,182,4,NA,194,YES,ok
8,20,8,2017,81241,1,204,45,vertical,bipinnate,alternate,in between,r,?,3285,20,2588,-10,2402,999,354,382,288,197,230,245,4514,1,1,376,51,205,1630,494,105,220,259,140,19,NA,143,YES,ok
8,20,8,2017,90658,1.25,135,0,Horizontal,simple,alternate,distic,r,r,2153,10,1619,-10,1517,999,350,395,343,255,114,155,4434,5,5,550,30,205,1630,425,103,151,156,210,7,NA,72,YES,ok
8,20,8,2017,90665,1.25,64,0,Horizontal,simple,alternate,distic,r,?,1872,10,1455,-10,1198,999,211,247,168,113,145,76,4043,5,5,617,19,155,1630,411,80,114,135,282,7,NA,74,YES,ok
8,20,8,2017,80793,1.25,50,60,vertical,simple,alternate,spiral,r,?,2320,20,1736,-10,1396,999,226,280,206,131,97,109,4113,4,4,1118,60,188,1630,NA,NA,NA,NA,488,21,NA,NA,YES,ok
8,20,8,2017,90660,1.25,NA,0,Horizontal,simple,alternate,distic,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4101,20,20,76,1,71,1630,242,91,52,61,31,0,NA,30,NO,ok
8,20,8,2017,90669,1.25,NA,?,?,simple,opposite,distic,r?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4056,5,5,654,32,155,1630,345,85,92,108,272,11,NA,56,NO,ok
8,21,8,2017,132727,3,NA,0,down-arched,simple,alternate,distic,r,c?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3504,10,10,384,21,133,1335,386,110,128,141,173,6,NA,81,NO,ok
8,21,8,2017,132717,1.75,389.5,0;30;45,both,simple,alternate,distic,r,?,2872,10,2644,-10,2281,999,340,363,266,186,165,145,4215,5,5,429,15,197,1335,723,96,447,515,192,6,NA,294,YES,ok
8,21,8,2017,132700,1,NA,0,Horizontal,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6819,6,6,685,53,205,1335,438,90,128,133,328,18,NA,68,NO,ok
8,21,8,2017,132705,1.25,44,0,Horizontal,simple,alternate,distic,r,r?,1933,60,1918,-10,1004,999,117,135,97,13,96,150,4303,4,4,1474,69,212,1335,715,96,414,428,669,20,NA,190,YES,ok
8,21,8,2017,132702,1.25,NA,30,Horizontal,simple,alternate,spiral,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6910,5,5,747,40,214,1335,591,94,266,298,390,16,NA,175,NO,ok
8,21,8,2017,132699,1.25,360,30,s-shaped,simple,alternate,spiral,r,?,2813,10,1486,-10,1250,999,229,242,166,40,130,127,6809,8,8,362,15,132,1335,568,94,287,310,167,6,NA,193,YES,ok
8,22,8,2017,132504,1,182,0,Horizontal,simple,alternate,distic,r,r,2366,20,1998,-10,2049,999,239,242,213,116,115,94,3545,10,10,465,17,176,1335,397,101,118,127,216,9,NA,65,Q,ok
8,22,8,2017,132503,1,136,30;45,vertical,simple,alternate,spiral,r,?,2430,55,1864,-10,1749,999,281,299,245,59,97,82,6804,7,7,364,21,163,1335,602,97,306,355,177,7,NA,207,YES,ok
8,22,8,2017,132302,1,52,60,vertical,simple,opposite,in between,?,?,2013,10,1307,-10,810,999,97,127,87,53,101,101,3530,5,5,1748,75,401,1335,474,82,146,155,460,19,NA,65,?,ok
8,22,8,2017,132301,1,220,30,Horizontal,simple,alternate,distic,r,?,2543,10,1857,-10,1691,999,228,234,172,51,111,111,3550,10,10,567,7,155,1335,451,73,127,147,266,0,NA,72,YES,ok
8,22,8,2017,132304,1,126,45,vertical,simple,alternate,spiral,r,c?,2946,10,2550,-10,2188,999,329,365,291,153,195,161,3536,5,5,612,35,203,1335,548,94,220,250,266,11,NA,148,YES,"ok, but image 001 with wrong id (13230)"
8,22,8,2017,132296,1,864,45,vertical,simple,opposite,distic,r,?,3164,10,3085,-10,2995,999,406,463,342,67,208,184,6759,10,10,428,16,155,1335,446,83,138,165,231,7,NA,100,YES,ok
8,22,8,2017,132286,1,56,30,Horizontal,simple,alternate,distic,r,?,2064,15,1471,-10,978,999,120,149,102,29,107,124,6917,2,2,531,37,174,1335,597,89,292,335,263,15,NA,177,YES,ok
8,22,8,2017,132520,1.25,8,NA,without,compound,alternate,spiral,r,?,1612,10,982,-10,641,999,110,123,116,97,53,83,3900,1,1,936,169,211,1335,NA,NA,NA,NA,515,98,NA,NA,YES,ok
8,22,8,2017,132518,1.25,25,NA,without,simple,alternate,spiral,r,?,2018,10,1476,-10,1278,999,155,176,153,133,86,88,3850,2,2,1434,138,230,1335,561,84,226,241,677,54,NA,96,YES,ok
8,22,8,2017,132516,1.25,684,45,logarithmic,simple,opposite,distic,r,r?,2884,10,2558,-10,2255,999,394,405,318,217,219,235,6850,9,9,463,19,208,1335,530,92,244,286,188,6,NA,153,YES,ok
8,22,8,2017,132521,1,342,30,s-shaped,simple,alternate,distic,r,c?,2560,10,1655,-10,1254,999,136,189,138,66,153,135,3956,5,5,399,12,182,1335,615,100,293,327,169,4,NA,172,YES,ok
8,22,8,2017,132514,1,180,30,Horizontal,simple,alternate,spiral,r,?,1767,10,1552,-10,1248,999,271,298,275,184,96,69,3607,6,6,1034,59,218,1335,409,93,155,181,521,26,NA,103,YES,ok
8,22,8,2017,132517,1.25,617.5,30;45,vertical,simple,alternate,distic,r,?,3144,10,2807,-10,2717,999,364,378,285,94,212,191,4058,5,5,303,10,161,1335,314,87,71,80,145,4,NA,32,YES,ok
8,22,8,2017,132511,1.25,22,NA,without,compound,alternate,spiral,r,?,1878,10,1443,-10,1339,999,247,260,170,106,99,91,3729,0.5,1,637,291,165,1335,NA,NA,NA,NA,350,169,NA,NA,YES,ok
8,22,8,2017,132534,1.25,38,NA,Without,compound,alternate,spiral,r,?,2249,55,1868,-10,1771,999,342,358,277,108,108,95,3732,0.5,1,571,339,197,1335,NA,NA,NA,NA,318,200,NA,NA,Q,ok
8,22,8,2017,132535,1,NA,?,?,simple,alternate,distic,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3521,15,15,105,5,128,1335,161,79,20,21,45,0,NA,9,NO,ok
8,22,8,2017,132541,1,42,45,vertical,simple,alternate,distic,r,?,3040,10,2509,-10,2365,999,335,335,300,253,84,146,6747,3,3,1529,39,211,1335,627,96,317,370,598,15,NA,184,YES,ok
8,22,8,2017,132527,1,6,NA,Without,compound,alternate,spiral,?,?,2194,10,1411,-10,990,999,177,206,185,171,77,78,3514,1,1,417,169,86,1335,NA,NA,NA,NA,133,55,NA,NA,YES,ok
8,22,8,2017,132531,1,78,0,Horizontal,simple,alternate,spiral,?,?,1480,10,1042,-10,912,999,190,217,186,133,103,73,6913,5,5,287,18,126,1335,345,83,95,95,132,5,NA,NA,YES,ok
8,22,8,2017,132532,1,60,NA,???,simple,alternate,spiral,r,?,2134,10,1484,-10,1148,999,157,185,119,33,194,90,6929,5,5,2509,312,263,1335,589,87,277,304,1126,102,NA,162,YES,"ok, but image 003 left unnamed"
8,22,8,2017,132528,1.5,112.5,0,Horizontal,simple,alternate,distic,r,?,1919,10,1607,-10,1593,999,302,331,298,282,101,113,4101,5,5,628,20,203,1335,545,89,209,252,291,9,NA,155,YES,ok
8,22,8,2017,122759,1.5,138,0;30,Horizontal,simple,opposite,distic,c?,r,2365,30,2037,-10,1795,999,323,374,300,214,198,143,6859,5,5,568,35,157,1335,510,96,205,240,242,12,NA,127,YES,ok
8,22,8,2017,122757,1.25,72,30,Horizontal,simple,alternate,spiral,?,r?,2314,10,2130,-10,1789,999,268,297,219,152,115,174,6622,5,5,814,57,254,1335,612,101,292,349,303,17,NA,196,YES,ok
8,22,8,2017,122762,1.25,NA,60,vertical,simple,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3459,1,2,353,216,142,1335,890,91,559,629,185,104,NA,376,NO,"ok, but image 002 had wrong id (12762)"
8,22,8,2017,122774,1,45,0,exponential,simple,alternate,spiral,r,?,2615,10,2100,-10,1783,999,261,269,179,113,152,124,6902,2,2,679,33,177,1335,708,92,384,446,349,13,NA,252,YES,ok
8,22,8,2017,122776,1.25,14,60,vertical,compound,alternate,spiral,r,?,2773,20,2029,-10,1794,999,357,405,285,168,93,87,3801,1,2,867,543,210,1335,454,83,198,228,383,240,NA,119,YES,ok
8,22,8,2017,122782,1,70,0,exponential,simple,alternate,spiral,r,r,2910,20,2655,-10,2326,999,366,419,349,268,62,120,6919,4,4,659,155,155,1335,547,85,226,247,263,49,NA,116,YES,ok
8,22,8,2017,132508,1,170,0,Horizontal,simple,alternate,distic,r,r?,2349,10,1664,-10,1344,999,165,168,139,89,155,197,6815,5,5,985,42,228,1335,576,97,252,269,446,15,NA,125,YES,ok
8,22,8,2017,132554,1.25,168,0,Horizontal,simple,alternate,distic,r,r,2160,20,1962,-10,1787,999,354,361,320,280,84,146,3602,7,7,508,23,180,1335,428,81,117,138,238,11,NA,74,YES,ok
8,22,8,2017,132552,1,264,0,Horizontal,simple,alternate,distic,r,c?,2485,15,1647,-10,1286,999,182,195,97,30,108,176,3942,5,5,499,16,173,1335,555,93,252,270,229,5,NA,116,YES,ok
8,22,8,2017,132602,1,120,0,Horizontal,simple,opposite,distic,c?,r,2028,20,1578,-10,1275,999,205,213,131,59,115,101,4055,5,5,901,18,303,1335,543,90,242,270,420,8,NA,170,YES,ok
8,22,8,2017,132603,1.5,19,na,Without,compound,alternate,spiral,r?,?,2934,10,2069,-10,1829,999,287,326,311,288,99,127,3854,1,1,1283,546,215,1335,NA,NA,NA,NA,420,210,NA,NA,YES,ok
8,22,8,2017,132596,1.5,400,45,vertical,simple,opposite,distic,r,r,2458,10,1900,-10,1697,999,256,265,187,77,114,133,6812,7,7,299,9,143,1335,537,92,285,331,112,3,NA,178,YES,ok
8,22,8,2017,132589,1,NA,?,?,simple,alternate,???,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3741,5,5,714,26,175,1335,243,89,50,48,199,4,NA,NA,NO,ok
8,22,8,2017,132653,1.25,171,30,Horizontal,simple,alternate,in between,r,?,2161,40,1694,-10,1387,999,205,252,157,48,129,144,6836,5,5,322,26,151,1335,459,100,182,202,179,12,NA,121,YES,ok
8,22,8,2017,132670,1,171,0,Horizontal,simple,alternate,distic,r,?,2499,10,2061,-10,1864,999,278,308,247,96,145,118,6830,6,6,619,31,227,1335,563,93,254,272,307,12,NA,148,YES,ok
8,22,8,2017,132673,1.25,680,30,Horizontal,simple,alternate,distic,r,?,2444,20,1946,-10,1670,999,238,266,193,91,144,164,6845,10,10,362,14,200,1335,608,85,236,273,160,5,NA,141,YES,ok
8,22,8,2017,132581,1.25,37,45,vertical,simple,opposite,cruzada,r,?,2778,10,2583,-10,2316,999,405,531,399,321,130,166,4104,2,2,1516,127,204,1335,644,80,256,296,613,32,NA,173,YES,ok
8,22,8,2017,132584,1,NA,45,vertical,simple,alternate,distic,r,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3754,3,3,1000,97,222,1335,290,79,61,67,473,37,NA,35,NO,ok
8,22,8,2017,132585,1,NA,?,?,simple,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6841,6,6,692,23,243,1335,950,92,632,675,233,6,NA,336,NO,ok
8,22,8,2017,132607,1.5,192,0,Horizontal,simple,alternate,distic,r?,?,2265,20,2048,-10,1830,999,267,270,259,193,90,94,6854,5,5,437,39,177,1335,421,96,165,187,199,13,NA,93,YES,ok
8,22,8,2017,132698,1.5,NA,0,exponential,simple,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3921,5,5,1225,77,221,1335,985,98,752,859,567,25,NA,536,NO,ok
8,22,8,2017,132642,1,NA,45,vertical,simple,opposite,cruzada,r,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3610,5,5,486,24,155,1335,317,83,75,90,189,7,NA,49,NO,ok
8,22,8,2017,132658,1,NA,45,vertical,simple,opposite,cruzada,r?,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3517,5,5,538,89,234,1335,281,81,57,65,252,27,NA,26,NO,ok
8,22,8,2017,132660,1.25,NA,?,?,simple,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4114,10,10,479,22,159,1335,495,101,207,230,184,7,NA,107,NO,ok
8,22,8,2017,132651,1.25,116,45,logarithmic,simple,alternate,distic,r,?,1459,20,1268,-10,885,999,167,180,139,52,131,139,6904,5,5,340,11,172,1335,424,101,166,205,159,4,NA,126,YES,ok
8,22,8,2017,132657,1.25,NA,?,?,simple,opposite,cruzada,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6827,5,5,983,66,190,1335,547,101,248,292,398,19,NA,140,NO,ok
8,22,8,2017,132649,1.25,NA,?,?,compound,alternate,spiral,?,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4126,2,2,222,21,146,1335,574,97,257,256,88,7,NA,142,NO,ok
8,22,8,2017,132307,1,19,60,vertical,compound,alternate,spiral,r,?,1766,10,1258,-10,976,999,146,160,134,96,87,98,3502,1,2,390,188,172,1335,384,46,66,74,204,89,NA,34,?,ok
8,22,8,2017,132285,1,30,0;30,exponential,simple,opposite,cruzada,r,r,1688,10,1255,-10,961,999,174,177,145,114,129,37,6907,5,5,540,31,131,1335,474,90,168,190,236,9,NA,83,YES,ok
8,22,8,2017,132323,1,100,0,Horizontal,odd-pinnate,alternate,in between,r,?,3000,10,2625,-10,2316,999,389,417,348,242,201,204,3932,1,1,242,29,160,1335,597,94,309,362,118,12,NA,229,YES,ok
8,22,8,2017,132322,1,33,30,Horizontal,simple,alternate,spiral,r?,?,2138,25,1800,-10,1085,999,151,158,153,140,84,81,3559,5,5,861,79,130,1335,410,82,127,144,414,25,NA,64,Q,ok
8,22,8,2017,132769,1,11,45;60,vertical,simple,alternate,spiral,?,?,1870,10,1191,-10,883,999,154,173,154,123,35,36,3453,3,3,700,60,173,1335,NA,NA,NA,NA,372,29,NA,NA,YES,ok
8,22,8,2017,132767,1.25,580,0,Horizontal,simple,alternate,distic,r,c?,4469,30,3886,-10,3487,999,445,461,245,94,199,226,3918,5,5,504,16,170,1335,733,90,412,437,221,8,NA,196,YES,ok
8,22,8,2017,132772,1,59,0,Horizontal,simple,alternate,distic,r,r?,1282,30,1180,-10,845,999,133,138,80,26,108,149,3916,5,5,710,18,216,1335,565,81,220,255,328,9,NA,162,YES,ok
8,23,8,2017,132320,1,NA,45,vertical,odd-pinnate,alternate,spiral,r,?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3737,1,1,194,45,124,1335,286,84,63,75,108,21,NA,40,NO,ok
8,23,8,2017,132579,1,798,0;30,Horizontal,simple,opposite,distic,c?,r?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4053,5,5,293,8,167,1335,370,93,136,160,106,2,NA,78,NO,ok
