"id","trip","mm","dd","dbh","tnlc","cii","nl","lblade","cd1","cd2","cpa","ldm","sp","dbh0","larea","aldm"
100735,8,8,17,1.91,40,1,1,"compound",155,123,14973.6159851724,2.87,"Inga capitata",15,100.906833747477,2.87
220568,7,8,3,1.605,60,1.25,2,"even-pinnate",184,148,21387.9627856393,2.88,"Inga capitata",12,62.3977144753522,1.44
220677,7,8,3,2.832,126,1.5,1.5,"even-pinnate",159,197,24601.0266720983,2.01,"Inga capitata",19,65.5090096314988,1.34
220938,7,8,5,1.293,19.5,1,1,"even-pinnate",120,75,7068.58347057703,1.99,"Inga capitata",10,79.7492077754208,1.99
220779,7,8,5,3.928,234,1.75,5,"even-pinnate",190,183,27308.2941413293,1.54,"Inga gracilifolia",37,4.88108505345982,0.308
113621,9,9,14,2.284,38,1,1,"compound",219,99,17028.2175806201,4.6,"Inga grandiflora",23,90.5796638036365,4.6
202813,10,10,4,2.293,40,1.5,0.5,"compound",140,114,12534.9546878233,2.62,"Inga grandiflora",21,88.9765836528557,5.24
122353,10,10,6,1.215,60,1,2,"compound",144,113,12779.9989148033,1.83,"Inga obidensis",12,43.0506430055739,0.915
220538,7,8,3,1.174,4,1,1,"even-pinnate",64,49,2463.0086404144,2.52,"Inga rubiginosa",11,58.0841141595536,2.52
112940,9,9,22,3.14,180,1,4,"bifoliolate",253,278,55240.1944243961,2.94,"Inga sp.11.FITO",16,55.0184586485134,0.735
122513,9,9,14,2.257,90,1.25,3,"compound",127,125,12468.1958439345,3.63,"Inga sp.11.FITO",18,77.5544920983505,1.21
173785,10,10,4,2.033,276,1.125,4,"compound",191,182,27302.0109560221,2.84,"Inga sp.11.FITO",16,44.9045159308943,0.71
111593,8,8,17,2.109,64,1.25,1.5,"even-pinnate",101,185,14675.1646830813,2.91,"Inga sp.29.FITO",16,56.1452230841065,1.94
230436,6,7,26,1.997,36,2,2,"even-pinnate",124,148,14413.62709467,4.1,"Inga sp.29.FITO",17,78.7629696670172,2.05
240029,6,7,21,1.803,40,1,2,"even-pinnate",117,117,10751.3154587477,5.26,"Inga sp.29.FITO",15,113.418672943555,2.63
90444,8,8,19,1.318,14,1.75,0.5,"even-pinnate",141,106,11738.5609501383,5.46,"Inga sp.30.FITO",10,143.477448202467,10.92
120772,8,8,16,2.527,7,2,1,"even-pinnate",98,82,6311.45964106189,2.73,"Inga sp.30.FITO",23,62.7523574931468,2.73
242443,10,10,5,1.156,4,1,0.5,"compound",73,57,3268.04175789678,3.65,"Inga sp.31.FITO",11,117.253992710882,7.3
220358,7,8,2,1.963,38,1,1,"even-pinnate",138,137,14848.7376771922,4.03,"Inga stipularis",10,82.3741347612795,4.03
111510,8,8,17,2.302,10,1.5,0.5,"even-pinnate",157,227,27990.8051453217,4.8,"Inga suberosa",16,294.737645839562,9.6
230516,6,7,26,2.721,91,1.5,3,"even-pinnate",303,160,38076.1029615083,4.01,"Inga thibaudiana",26,18.6730854575793,1.33666666666667
111613,8,8,17,1.468,130,1,5,"simple",91,163,11649.8109576743,6.18,"Iryanthera coriacea",12,99.1461863379728,1.236
220694,7,8,3,1.952,126,1.5,5,"simple",122,134,12839.6891752215,3,"Iryanthera laevis",19,58.260498435738,0.6
122538,9,9,14,1.086,32,1,5,"simple",53,83,3454.96652078537,9.04,"Ixora intensa",11,130.924125593597,1.808
122566,9,9,14,1.587,50,1,5,"simple",116,98,8928.40632150219,3.71,"Ixora intensa",16,65.1036116653893,0.742
240774,10,10,5,2.463,85,1,6,"simple",130,121,12354.3131102419,3.71,"Kutchubaea insignis",25,62.9310222440198,0.618333333333333
132606,8,8,24,2.007,23,1.25,2,"simple",95,126,9401.21601586746,12.19,"Kutchubaea sericantha",18,409.688115147613,6.095
172373,10,10,4,1.468,128,1.25,8,"simple",84,136,8972.38861865245,2.35,"Lacistema aggregatum/polystachyum PP",12,50.0957979191762,0.29375
113206,9,9,15,1.773,128,1,6,"simple",134,107,11261.0388667926,3.6,"Lacunaria jenmanii",21,73.9073504311264,0.6
173582,10,10,4,2.9,483,1.125,10,"simple",230,226,40824.9965333994,1.93,"Lecythis pisonis",29,30.2035402607806,0.193
80793,8,8,20,1.736,50,1.25,4,"simple",97,109,8304.01478160122,4.88,"Lecythis prancei",14,146.489447173002,1.22
111594,8,8,17,2.602,120,1,5,"simple",180,127,17954.2020152657,3.08,"Leonia glycycarpa",21,94.0450146295713,0.616
132528,8,8,22,1.607,112.5,1.5,5,"simple",101,113,8963.74923885508,2.91,"Licania blackii",14,84.3768563852853,0.582
230019,6,7,24,1.618,36,1,5,"simple",159,84,10489.7778703363,7.37,"Licania bracteata",13,172.870744903487,1.474
113186,9,9,15,1.154,130,1,5,"simple",153,112,13458.5829279787,1.71,"Licania canescens/membranacea PP",12,44.3984149178806,0.342
132651,8,8,22,1.268,116,1.25,5,"simple",131,139,14301.3151573041,1.59,"Licania canescens/membranacea PP",11,43.9488368035736,0.318
230044,6,7,24,1.428,132,1.5,5,"simple",151,151,17907.8635236252,3.08,"Licania canescens/membranacea PP",11,64.1031758963453,0.616
230146,6,7,24,2.047,155,1,5,"simple",223,164,28723.5816317715,3.87,"Licania canescens/membranacea PP",17,95.8416482604646,0.774
230323,6,7,26,1.271,297,1.25,5,"simple",145,131,14918.6381137345,1.49,"Licania canescens/membranacea PP",10,40.0344361147217,0.298
230413,6,7,26,1.567,287.5,1,5,"simple",142,131,14609.9766355193,1.66,"Licania canescens/membranacea PP",10,46.5372541408673,0.332
230147,6,7,24,1.09,234,1,7,"simple",96,49,3694.5129606216,2.73,"Licania coriacea",12,39.7639527954719,0.39
90904,8,8,20,2.456,304,1,5,"simple",202,116,18403.449764729,4.42,"Licania heteromorpha",20,130.386698549537,0.884
113173,9,9,15,1.854,60,1,5,"simple",125,118,11584.6229101124,4.48,"Licania heteromorpha",19,78.031761198752,0.896
122359,10,10,6,3.14,407,1,6,"simple",273,215,46098.9452006132,3.88,"Licania heteromorpha",29,85.9914748489567,0.646666666666667
142540,10,10,7,2.945,448,1.25,6,"simple",246,209,40380.4611729164,3.76,"Licania heteromorpha",22,55.5192331266802,0.626666666666667
202666,10,10,4,1.559,63,1.25,5,"simple",196,100,15393.80400259,3.87,"Licania heteromorpha",13,77.5273317757525,0.774
230014,6,7,24,2.245,322,1,5,"simple",237,201,37414.0123097642,2.53,"Licania heteromorpha",21,51.1872267991905,0.506
240148,6,7,21,1.417,58,1,5,"simple",141,153,16943.3945789732,3.5,"Licania heteromorpha",15,91.3551730254393,0.7
230429,6,7,26,1.405,627,1.5,10,"simple",111,125,10897.3995171396,1.02,"Licania hypoleuca",12,16.6207135837876,0.102
242403,10,10,5,1.066,115.5,1,10,"simple",104,125,10210.1761241668,2.12,"Licania laxiflora",10,41.4165660763255,0.212
230304,6,7,26,1.515,182,2,6,"simple",186,89,13001.4811968814,1.74,"Licania sp.10.FITO",13,54.5386875903308,0.29
230471,6,7,26,2.165,210,1.5,5,"simple",158,138,17124.821554718,1.83,"Licania sp.10.FITO",20,56.7244012848136,0.366
230485,6,7,26,1.751,390,1.5,5,"simple",105,128,10555.7513160617,0.92,"Licania sp.10.FITO",17,34.1776188840372,0.184
153733,10,10,7,1.514,120,1,6,"simple",175,160,21991.1485751286,4.05,"Licania sp.2.FITO",15,84.4345925737138,0.675
230381,6,7,26,1.937,67.5,2.5,5,"simple",73,69,3956.05054903295,5.04,"Licaria cannella",18,103.911636197367,1.008
132670,8,8,22,2.061,171,1,6,"simple",145,118,13438.1625757303,3.07,"Licaria martiniana",17,64.4253103477337,0.511666666666667
111550,8,8,16,1.365,153,1,6,"simple",128,136,13672.2112284228,1.54,"Licaria pachycarpa",12,34.3343141661516,0.256666666666667
220596,7,8,3,1.332,88,1,5,"simple",128,65,6534.51271946677,1.97,"Lueheopsis rosea",12,78.599059773456,0.394
81244,8,8,20,2.469,252,1,5,"simple",248,162,31554.1566126559,1.82,"Malouetia duckei",21,56.8473463685452,0.364
132532,8,8,22,1.484,60,1,5,"simple",194,90,13713.0519329194,11.26,"Manilkara bidentata",13,196.422126369649,2.252
220307,7,8,2,1.805,105,1.25,5,"simple",111,196,17087.1224428749,10.92,"Manilkara bidentata",20,184.603931902598,2.184
220789,7,8,5,1.901,42,1,3,"simple",214,61,10252.5876249903,6.86,"Manilkara bidentata",18,190.376663090142,2.28666666666667
230461,6,7,26,0.914,31,1,4,"simple",153,58,6969.62330198896,7.68,"Manilkara bidentata",10,162.544996896606,1.92
113292,9,9,15,3,164.5,1,3,"simple",217,304,51811.1460430029,4,"Manilkara huberi",32,109.296515083683,1.33333333333333
142551,10,10,7,1.911,292.5,1.5,10,"simple",87,182,12435.9945192352,1.02,"Maquira guianensis",12,23.7816283169742,0.102
170197,10,10,7,2.767,40,1,5,"simple",195,129,19756.6908002628,5.29,"Maquira sclerophylla",29,157.061729379862,1.058
132972,10,10,7,1.943,4,1.25,0.5,"compound",83,168,10951.591990414,7.66,"Matayba purgans",15,701.031926715832,15.32
132541,8,8,22,2.509,42,1,3,"simple",84,146,9632.12307590631,5.98,"Maytenus sp.2.FITO",28,214.656809560378,1.99333333333333
111805,8,8,16,1.875,23,1,2,"simple",44,95,3282.96432300133,4.2,"Mezilaurus duckei",17,212.979997334907,2.1
122774,8,8,22,2.1,45,1,2,"simple",152,124,14803.1845837151,3.49,"Mezilaurus duckei",20,198.112181061467,1.745
240927,10,10,5,1.858,44,1.75,5,"simple",78,85,5207.18982332508,7.13,"Mezilaurus itauba",18,145.483327274278,1.426
240929,10,10,5,1.939,76,1.75,6,"simple",66,79,4095.0660239543,9.61,"Mezilaurus itauba",16,211.457017220775,1.60166666666667
230464,6,7,26,1.962,135,1.5,6,"simple",170,76,10147.344271095,2.06,"Miconia aff. hypoleuca",20,41.5549834468494,0.343333333333333
172345,10,10,4,2.168,480,1.25,6,"simple",315,190,47006.0800793373,2.98,"Miconia argyrophylla",17,69.3951259559828,0.496666666666667
240853,10,10,5,2.358,120,1.25,5,"simple",180,216,30536.2805928928,8.37,"Miconia eriodonta",17,159.340113805597,1.674
142709,10,10,7,1.744,42,1.125,5,"simple",180,95,13430.3085940964,8.36,"Miconia holosericea",15,182.825924560435,1.672
100573,8,8,18,1.755,275,1,5,"simple",123,205,19803.8146900667,1.89,"Miconia punctata",15,46.6169405012,0.378
111615,8,8,17,2.166,138,2,5,"simple",206,197,31873.0282669952,4.24,"Miconia punctata",14,94.9224811938157,0.848
220738,7,8,5,1.271,200,1,8,"simple",129,87,8814.52358780956,2.49,"Miconia punctata",12,36.4832299653064,0.31125
230389,6,7,26,1.188,67.5,1.5,4,"simple",110,111,9589.71157508284,3.7,"Miconia punctata",10,110.394934249212,0.925
122532,9,9,14,1.34,77,1,5,"simple",167,81,10624.0809562773,0.91,"Miconia regelii",12,27.1189646147138,0.182
240120,6,7,21,1.941,96,1.5,5,"simple",184,206,29769.7319854169,5.08,"Miconia sp.5.FITO",20,180.281880339883,1.016
153598,10,10,7,1.922,520,1.25,5,"simple",200,147,23090.706003885,1.92,"Miconia sp.7.FITO",11,53.086384617624,0.384
153866,10,10,7,1.49,120,1.5,5,"simple",242,96,18246.3701320495,6.05,"Miconia sp.nov.aff.lepidota/punctata.FITO",10,136.321132552918,1.21
111685,8,8,17,1.984,15,1,1,"simple",110,55,4751.65888855456,5.57,"Miconia tomentosa",12,741.298721078854,5.57
132949,10,10,7,2.104,145,1.125,6,"simple",172,257,34717.7404148208,5.56,"Micrandropsis scleroxylon",13,118.242367945913,0.926666666666667
220170,7,8,2,1.225,64,1,5,"simple",171,177,23771.6462115506,3.97,"Micrandropsis scleroxylon",11,126.581783388458,0.794
220513,7,8,3,1.061,79,1.5,5,"simple",62,146,7109.4241750737,4.66,"Micrandropsis scleroxylon",14,121.599214971543,0.932
220950,7,8,5,1.294,40,1.25,5,"simple",142,173,19294.0912820217,5.38,"Micrandropsis scleroxylon",12,138.706889500866,1.076
240118,6,7,24,1.596,85,1,5,"simple",229,57,10251.8022268269,4.16,"Micrandropsis scleroxylon",15,129.295996919724,0.832
220344,7,8,2,1.756,425,1,8,"simple",148,166,19295.6620783485,1.62,"Micropholis guyanensis",12,24.2815937343175,0.2025
220698,7,8,3,1.458,240,1,10,"simple",155,168,20451.7681748696,2.56,"Micropholis guyanensis",13,30.7582838195768,0.256
132673,8,8,22,1.946,680,1.25,10,"simple",144,164,18547.9630267941,1.6,"Micropholis mensaliforme PP",15,22.7581263746119,0.16
90645,8,8,19,1.925,105,1,6,"simple",155,81,9860.67394145496,2.17,"Minquartia guianensis",17,47.5276217761171,0.361666666666667
113070,9,9,22,1.634,126,1.125,6,"simple",134,98,10313.8486817353,2.5,"Minquartia guianensis",16,55.6341579552929,0.416666666666667
113654,9,9,14,1.524,80,1,6,"simple",132,95,9848.892969004,1.02,"Minquartia guianensis",16,25.6470391531673,0.17
132789,8,8,23,3.274,435,1,5,"simple",226,410,72774.9938204076,3.48,"Minquartia guianensis",31,109.104680229668,0.696
220079,7,8,2,1.345,80,1,5,"simple",42,82,2704.91127474081,2.84,"Minquartia guianensis",11,78.8164388385117,0.568
230209,6,7,24,1.306,94.5,1,5,"simple",118,121,11213.9149769888,3.21,"Minquartia guianensis",11,84.8683472673953,0.642
153836,10,10,7,0.98,36,1.125,5,"simple",70,100,5497.78714378214,7.18,"Mollinedia ovata",10,162.440660010804,1.436
111680,8,8,16,1.345,810,1,10,"simple",170,169,22564.4892344087,0.47,"Mouriri angulicosta",13,6.85325131454291,0.047
153860,10,10,7,1.953,475,1.25,10,"simple",143,145,16285.2309180461,3.12,"Mouriri collocarpa",14,31.5459283507038,0.312
153870,10,10,7,1.525,110,1.25,5,"simple",167,82,10755.2424495647,6.08,"Mouriri collocarpa",10,113.867771048608,1.216
170211,10,10,7,2.189,245,1,8,"simple",261,229,46942.4628281021,6.67,"Mouriri dimorphandra",17,74.846419791004,0.83375
90816,8,8,19,2.699,420,1.25,4,"simple",289,304,69001.9410434462,10.4,"Mouriri eugeniaefolia/nervosa.FITO",20,173.376918279705,2.6
100598,8,8,18,1.338,117,1,5,"simple",97,173,13179.7665799726,5.33,"Mouriri huberi",10,95.9752693289048,1.066
111538,8,8,17,2.13,195,1,5,"simple",190,182,27159.0684902838,6.23,"Mouriri huberi",15,90.3084826963475,1.246
132602,8,8,22,1.578,120,1,5,"simple",115,101,9122.39966786136,4.2,"Mouriri huberi",11,63.4905490106057,0.84
122158,10,10,6,2.205,510,2.5,10,"simple",180,111,15692.255304681,2.37,"Mouriri trunciflora",18,31.8754342004812,0.237
202802,10,10,4,1.469,187,1,10,"simple",93,127,9276.33770788726,2.6,"Myrcia cuprea",14,25.2023383188153,0.26
230135,6,7,24,1.822,540,1,10,"simple",181,212,30137.2983258869,2.32,"Myrcia fenestrata",10,27.8628149347317,0.232
111774,8,8,16,2.149,702,1,10,"simple",158,146,18117.5648332523,1.26,"Myrcia grandis",21,10.4669394725209,0.126
220656,7,8,3,1.776,180,1,5,"simple",182,165,23585.5068468254,3.42,"Myrcia magnoliifolia",17,63.3130493073183,0.684
100510,8,8,18,1.776,270,1,10,"simple",135,195,20675.6066514378,1.69,"Myrcia paivae",14,24.2373967013724,0.169
220028,7,8,2,1.067,102,1,3,"simple",119,47,4392.73192788193,0.31,"Myrcia paivae",10,19.3339285028373,0.103333333333333
220664,7,8,3,1.08,115,1,9,"simple",37,80,2324.77856365645,0.76,"Myrcia paivae",11,36.0697285263934,0.0844444444444444
220916,7,8,5,1.88,315,1.5,10,"simple",168,116,15305.8394082895,1.5,"Myrcia paivae",19,22.2987864640745,0.15
113668,9,9,14,1.472,486,1,15,"simple",120,139,13100.4413654694,1.01,"Myrcia rufipila",14,8.49849388618087,0.0673333333333333
153811,10,10,7,1.713,352,1.125,20,"simple",99,131,10185.8287811015,2.27,"Myrcia rufipila",15,14.1488114575252,0.1135
172307,10,10,4,2.304,210,1,15,"simple",194,114,17369.865781698,2.22,"Myrcia rufipila",24,14.676415598649,0.148
240882,10,10,5,1.969,357,1,10,"simple",157,99,12207.4436536865,2.33,"Myrcia rufipila",19,25.202917224448,0.233
90916,8,8,20,3.03,60,1,3,"simple",174,178,24325.3519167458,3.86,"Naucleopsis caloneura",31,184.004455823147,1.28666666666667
132508,8,8,22,1.664,170,1,5,"simple",155,197,23982.1329193411,4.46,"Naucleopsis caloneura",13,104.77424900792,0.892
132785,8,8,23,1.802,35,1.25,3,"simple",126,168,16625.3083227972,9.71,"Naucleopsis caloneura",15,285.209462153035,3.23666666666667
220914,7,8,5,1.558,144,1.5,5,"simple",187,173,25408.4159840709,4.85,"Naucleopsis caloneura",11,108.714251798376,0.97
230096,6,7,24,2.567,256,1,5,"simple",209,153,25114.6770709602,6.54,"Naucleopsis caloneura",15,115.895894569353,1.308
111540,8,8,17,2.829,19,1.25,1,"simple",126,127,12567.941410686,6.21,"Naucleopsis stipularis",26,423.309764683595,6.21
132705,8,8,21,1.918,44,1.25,4,"simple",96,150,11309.7335529233,6.69,"Naucleopsis ulei",13,207.818366169496,1.6725
220721,7,8,5,2.502,60,1.5,3,"simple",259,194,39463.1161180682,9.4,"Naucleopsis ulei",20,258.318909579892,3.13333333333333
113178,9,9,15,0.992,8,1,2,"simple",57,58,2596.52632819196,3.24,"Neea madeirana",10,203.320739764722,1.62
230131,6,7,24,1.553,145,1,10,"simple",118,86,7970.2205621573,1.8,"Neea ovalifolia",10,29.0311695188429,0.18
90871,8,8,19,1.93,160,1.5,5,"simple",226,139,24672.4979049674,2.31,"Neea sp.14.FITO",14,73.7476279549747,0.462
132302,8,8,22,1.307,52,1,5,"simple",101,101,8011.84666481737,4.6,"Neea sp.7.FITO",12,94.4297842583044,0.92
100390,8,8,17,2.717,36,1.5,4,"simple",139,125,13646.2930890307,5.51,"Neea sp.A.PP",13,192.485670582247,1.3775
122693,9,9,15,2.007,456,1,8,"simple",186,173,25272.5421018031,2.66,"Ocotea aff.pauciflora.PFRD",15,38.9171934707321,0.3325
90687,8,8,20,1.796,560,1,5,"simple",189,125,18555.0316102647,0.66,"Ocotea cernua",40,19.5061095106248,0.132
113598,9,9,14,1.862,190,1.25,7,"simple",161,141,17829.3237072855,3.47,"Ocotea cujumary",14,57.7111128553239,0.495714285714286
113681,9,9,14,1.504,126,1,5,"simple",125,108,10602.8752058656,2.76,"Ocotea cujumary",13,59.9875765548698,0.552
122680,9,9,15,1.721,144,1,6,"simple",115,105,9483.68282302419,2.42,"Ocotea cujumary",16,46.6861341969411,0.403333333333333
240006,6,7,21,1.227,22.5,1,5,"simple",181,137,19475.5182577665,3.35,"Ocotea leucoxylon",17,107.521821976267,0.67
132504,8,8,22,1.998,182,1,10,"simple",115,94,8490.15414632642,2.16,"Ocotea nigrescens",19,29.6907022334671,0.216
132554,8,8,22,1.962,168,1.25,7,"simple",84,146,9632.12307590631,2.38,"Ocotea nigrescens",18,42.6234881806911,0.34
122671,9,9,15,1.664,235,1,10,"simple",133,124,12952.7865107507,1.51,"Ocotea percurrens",15,20.6988287855497,0.151
113410,9,9,15,1.655,30,1,5,"simple",145,91,10363.3287660293,3.99,"Ocotea sp.4.FITO",17,121.330906683456,0.798
122555,9,9,14,2.682,243,1.25,10,"simple",139,172,18777.2992905062,1.38,"Ocotea sp.8.PP",27,17.2600931460755,0.138
112938,9,9,22,1.587,33,1,7,"simple",52,111,4533.31819913007,5.65,"Ocotea sp.D.PFRD",16,64.757593566201,0.807142857142857
111411,8,8,16,1.359,8,1,0.5,"compound",112,83,7301.06132694268,6.41,"Ormosia paraensis",11,129.947989388483,12.82
132576,8,8,23,1.26,56,1,5,"simple",105,67,5525.27607950105,1.95,"Ouratea coccinea",13,42.4984466315613,0.39
132772,8,8,22,1.18,59,1,5,"simple",108,149,12638.6272453917,3.28,"Ouratea coccinea",11,70.9595894829065,0.656
113311,9,9,15,2.044,63,1,3,"simple",154,64,7740.88429844525,4.57,"Ouratea discophora",18,178.736462808273,1.52333333333333
113528,9,9,14,2.36,65,1,3,"simple",235,182,33591.4794485089,7.03,"Ouratea discophora",22,185.329980874412,2.34333333333333
173539,10,10,4,2.097,288,1,5,"simple",228,200,35814.1562509236,4.47,"Ouratea discophora",20,86.2399194375239,0.894
173724,10,10,4,1.445,30,1,4,"simple",97,78,5942.32250426509,6.96,"Ouratea discophora",14,145.372068848005,1.74
220762,7,8,5,2.108,200,1.25,5,"simple",169,203,26944.6547916763,3.5,"Ouratea discophora",13,75.66792306532,0.7
113440,9,9,15,1.15,144,1,7,"simple",130,121,12354.3131102419,2.07,"Ouratea leprieuri",11,31.0741864207472,0.295714285714286
111534,8,8,17,1.377,98,1,5,"simple",94,132,9745.22041143554,1.57,"Palicourea corymbifera/virens PP",12,42.6557642372308,0.314
132285,8,8,22,1.255,30,1,5,"simple",129,37,3748.70543389602,2.36,"Palicourea corymbifera/virens PP",10,81.4596351212938,0.472
132773,8,8,23,2.237,180,1,5,"simple",134,196,20627.6973634706,2.14,"Palicourea sp.1.FITO",21,85.3120784348127,0.428
132556,8,8,23,1.097,21,1,1,"compound",79,117,7259.43522428261,0.57,"Paramachaerium ormosoides",10,28.7623715730749,0.57
240153,6,7,21,1.405,35,1,2,"alternipinnate",143,76,8535.70723980347,1.59,"Paramachaerium ormosoides",12,46.2854694735518,0.795
113334,9,9,15,1.972,168,1.25,10,"simple",70,81,4453.20758646353,2.29,"Parinari excelsa/parvifolia PP",21,34.2279836740767,0.229
230046,6,7,24,1.05,126,1,9,"simple",95,88,6565.92864600267,3.29,"Parinari montana",10,53.1928646603207,0.365555555555556
122258,10,10,6,2.675,23,1,2,"bipinnate",90,106,7492.69847881166,3.54,"Parkia decussata",25,0.742800536678726,1.77
90879,8,8,19,2.069,28,1.5,1,"simple",119,133,12430.4967320914,8.81,"Pausandra macropetala",13,678.496505338096,8.81
122472,10,10,6,2.605,16,1.125,1,"simple",113,125,11093.749057989,7.76,"Pausandra macropetala",26,631.487341798143,7.76
132518,8,8,22,1.476,25,1.25,2,"simple",86,88,5943.89330059189,6.77,"Pausandra macropetala",12,273.247728034371,3.385
170066,10,10,7,1.99,16,1,1,"simple",146,135,15480.1978005637,9.92,"Pausandra macropetala",18,727.709200805484,9.92
170341,10,10,7,2.7,31,2,1,"simple",134,93,9787.631912259,7.55,"Pausandra macropetala",25,599.245626767571,7.55
202692,10,10,4,1.528,19,1,1,"simple",93,110,8034.6232115559,4.45,"Pausandra macropetala",14,379.094978632387,4.45
202726,10,10,4,1.434,23,1,1,"simple",106,61,5078.3845245279,4.1,"Pausandra macropetala",13,337.778121814963,4.1
210193,7,8,2,1.98,31,1.5,2,"simple",80,143,8984.95498926681,9.03,"Pausandra macropetala",15,381.766519582207,4.515
220566,7,8,3,2.38,24,1.25,1,"simple",122,146,13989.5120864353,7.74,"Pausandra macropetala",24,609.497177163149,7.74
220727,7,8,5,2.16,54,3,2,"simple",88,108,7464.42414492935,8.25,"Pausandra macropetala",18,351.128698788462,4.125
230412,6,7,26,2.184,19,1,1,"simple",126,149,14745.0651196237,6.41,"Pausandra macropetala",18,645.002906876944,6.41
122146,10,10,6,2.037,33,2.5,2,"simple",111,110,9589.71157508284,6.72,"Pausandra trianae",21,526.441079506087,3.36
90673,8,8,20,4.073,119,1,2,"simple",261,301,61701.6651146669,4.04,"Paypayrola grandiflora",41,299.016120280781,2.02
111778,8,8,16,2.76,180,1.25,5,"simple",99,158,12285.1980718629,2.05,"Paypayrola sp.nova.PP",28,58.0020749613282,0.41
132561,8,8,23,1.427,49,1,5,"simple",83,97,6323.24061351286,2.31,"Paypayrola sp.nova.PP",15,70.8344011398484,0.462
113115,9,9,22,2.56,57.5,1,3,"bifoliolate",123,67,6472.46626455837,2.54,"Peltogyne paniculata",27,66.1065246681197,0.846666666666667
113190,9,9,15,2.734,40,1.25,3,"simple",156,186,22789.1131091404,6.01,"Perebea guianensis",24,261.097825464033,2.00333333333333
113692,9,9,14,2.708,147,2,5,"simple",237,155,28851.6015324053,4.65,"Perebea mollis",22,149.550168288844,0.93
142552,10,10,7,2.809,200,2,5,"simple",164,167,21510.4848991293,5.56,"Pisonia tomentosa",22,176.786882309237,1.112
132933,10,10,7,2.061,280,1.125,9,"simple",139,118,12882.1006760449,3.31,"Pogonophora schomburgkiana",16,49.1792958285265,0.367777777777778
153840,10,10,7,3.747,72,1.5,2,"simple",160,249,31290.2628297543,9.86,"Pourouma cucura",13,243.12753028481,4.93
90575,8,8,19,2.675,10,1.25,1,"simple",169,211,28006.5131085896,10.26,"Pourouma sp.A.PP",21,314.634994249365,10.26
230467,6,7,26,1.24,9,1.5,2,"simple",89,95,6640.54147152543,4.69,"Pourouma sp.A.PP",11,140.261079864917,2.345
142754,10,10,7,1.314,10,1,2,"simple",102,103,8251.39310465359,5.86,"Pourouma sp.B.PP",12,185.025850388199,2.93
90981,8,8,20,2.323,16,1,2,"simple",108,97,8227.83115975167,8.88,"Pourouma tomentosa",23,572.028884991505,4.44
202722,10,10,4,1.623,17,1,2,"simple",130,116,11843.8043040335,7.44,"Pourouma tomentosa",12,505.476192928097,3.72
80874,8,8,19,1.292,63,1,3,"simple",124,65,6330.30919698343,1.73,"Pouteria brachyandra",11,94.2397102422548,0.576666666666667
220372,7,8,2,1.862,30,1,4,"simple",116,153,13939.2466039779,3.55,"Pouteria campanulata",18,105.14849340862,0.8875
220640,7,8,3,1.287,16,1,3,"simple",67,53,2788.94887822434,5.64,"Pouteria campanulata",13,231.546067818719,1.88
230186,6,7,24,1.43,234,1,5,"simple",160,132,16587.6092109541,1.93,"Pouteria cladantha",14,43.6193381901167,0.386
113382,9,9,15,1.855,91,1,7,"simple",93,144,10518.0522042186,1.92,"Pouteria coriacea",18,32.5371533176286,0.274285714285714
240778,10,10,5,1.405,32,1,6,"simple",93,39,2848.63913864254,4.02,"Pouteria decorticans",15,83.196976754871,0.67
142633,10,10,7,2.226,110,2,5,"simple",126,129,12765.8617478621,3.63,"Pouteria durlandii",18,126.011850793126,0.726
220184,7,8,2,1.181,90,1.5,5,"simple",104,92,7514.68962738679,1.53,"Pouteria ericoides",13,46.5177884389698,0.306
132503,8,8,22,1.864,136,1,7,"simple",97,82,6247.0569916633,1.77,"Pouteria erythrochrysa",19,36.360783670803,0.252857142857143
220296,7,8,2,2.5,260,1.5,7,"simple",159,160,19980.5292768311,3.24,"Pouteria erythrochrysa",25,57.8055847411835,0.462857142857143
240152,6,7,21,1.774,189,1,5,"simple",190,125,18653.2063806894,3.4,"Pouteria escalarinerve PP",17,124.897370614452,0.68
132514,8,8,22,1.552,180,1,6,"simple",96,69,5202.4774343447,5.21,"Pouteria filipes",15,81.6959829942457,0.868333333333333
132901,10,10,7,1.613,44,1.5,6,"simple",95,33,2462.223242251,9.71,"Pouteria filipes",13,145.055407466952,1.61833333333333
220288,7,8,2,2.049,126,1.5,5,"simple",124,129,12563.2290217056,4.26,"Pouteria filipes",18,94.6483356072662,0.852
122068,10,10,6,0.968,30,1.25,5,"simple",30,98,2309.0706003885,1.72,"Pouteria fimbriata",10,52.9309339826198,0.344
113461,9,9,15,1.796,75,1,7,"simple",120,153,14419.9102799771,3.9,"Pouteria freitasii",18,51.8888108054654,0.557142857142857
230182,6,7,24,1.574,31,2,5,"simple",122,57,5461.65882826586,11.53,"Pouteria fulva",12,245.224744383729,2.306
111676,8,8,16,2.045,59,1,5,"simple",92,167,12066.8573824384,4.17,"Pouteria guianensis",12,107.05946452012,0.834
132531,8,8,22,1.042,78,1,5,"simple",103,73,5905.40879058541,1.32,"Pouteria hispida",10,50.5981758453401,0.264
132844,8,8,23,1.966,345,1.5,5,"simple",134,153,16102.2331459745,1.14,"Pouteria hispida",15,42.9107576957672,0.228
90893,8,8,19,1.267,70,1,5,"simple",94,105,7751.87987273281,4.51,"Pouteria jariensis",10,81.2670621625967,0.902
