"id","trip","mm","dd","dbh","tnlc","cii","nl","lblade","cd1","cd2","cpa","ldm","sp","dbh0","larea","aldm"
132304,8,8,22,2.55,126,1,5,"simple",195,161,24657.5753398629,2.66,"Pouteria jariensis",25,51.7370134785072,0.532
132831,8,8,23,2.567,80,1.25,5,"simple",112,99,8708.49483575091,5.99,"Pouteria jariensis",25,97.799565000611,1.198
230400,6,7,26,1.357,77,1.5,5,"simple",125,60,5890.48622548086,5.47,"Pouteria jariensis",12,105.020023394257,1.094
113283,9,9,15,1.721,18,1,4,"simple",125,60,5890.48622548086,5.14,"Pouteria macrophylla",17,183.350051247585,1.285
240914,10,10,5,1.776,16,1,2,"simple",75,55,3239.76742401447,2.34,"Pouteria manaosensis",17,197.186257683663,1.17
170229,10,10,7,1.161,13,1,3,"simple",73,65,3726.71428532089,7.62,"Pouteria opposita",12,197.944672304556,2.54
220508,7,8,3,1.394,67.5,1,3,"simple",116,132,12026.0166779417,2.31,"Pouteria petiolata",14,74.448349805361,0.77
100705,8,8,17,3.985,102,1,5,"simple",125,109,10701.0499762902,8.03,"Pouteria platyphylla",39,214.888323571297,1.606
90820,8,8,19,2.338,308,1,5,"simple",174,152,20772.2106255357,3.32,"Pouteria reticulata",22,69.4005676689296,0.664
100660,8,8,18,1.546,85.5,1.25,7,"simple",85,92,6141.81363776805,3.14,"Pouteria reticulata",16,45.6484355128362,0.448571428571429
100306,8,8,18,2.688,90,1.75,5,"simple",203,146,23277.6307667736,4.49,"Pouteria retinervis",24,145.373870691787,0.898
100539,8,8,17,0.975,19,1.25,3,"simple",94,73,5389.40219723329,2.39,"Pouteria retinervis",15,139.676638447166,0.796666666666667
120767,8,8,16,1.77,29,1.5,3,"simple",87,79,5398.04157703066,1.64,"Pouteria retinervis",23,73.3515407211235,0.546666666666667
220174,7,8,2,1.624,28,1,5,"simple",112,71,6245.48619533651,4.47,"Pouteria sp.1.FITO",16,164.770943326504,0.894
122239,10,10,6,1.678,110,1,7,"simple",131,112,11523.3618533674,3.59,"Pouteria sp.7.FITO",16,57.2024202058441,0.512857142857143
113696,9,9,14,1.646,30,1.5,5,"simple",94,49,3617.54394060865,2.92,"Pouteria sp.9.FITO",18,94.1354252167486,0.584
132699,8,8,21,1.486,360,1.25,8,"simple",130,127,12966.9236776919,1.67,"Pouteria stylifera",11,28.9063140465237,0.20875
111590,8,8,17,1.761,320,1.25,8,"simple",111,129,11246.1163016881,1.45,"Pouteria transparente PP",12,35.9049122837012,0.18125
220196,7,8,2,1.638,112,1.5,6,"simple",66,73,3784.04835124891,4.06,"Pouteria vernicosa",16,55.3159045837499,0.676666666666667
170098,10,10,7,1.43,7,1.125,0.5,"compound",74,86,4998.27391186136,2.2,"Protium altsonii",13,38.7297094543618,4.4
240027,6,7,21,1.495,12,1,0.5,"odd-pinnate",79,74,4591.43766322148,1.85,"Protium altsonii/laxiflorum.FITO",14,30.3252334610816,3.7
132323,8,8,22,2.625,100,1,1,"odd-pinnate",201,204,32204.466291949,1.18,"Protium aracouchini",13,35.5169170651462,1.18
202816,10,10,4,3,24,1.25,0.5,"compound",143,217,24371.6904083862,3.08,"Protium decandrum",17,94.1103911662972,6.16
242419,10,10,5,1.749,9,1,0.5,"compound",109,85,7276.71398387736,2.43,"Protium decandrum",18,84.6467856091438,4.86
242493,10,10,5,2.195,8,2,0.5,"compound",78,92,5636.01722054009,4.7,"Protium decandrum",14,105.517853293044,9.4
210743,7,8,3,1.484,33,1,2,"odd-pinnate",107,77,6470.89546823158,6.98,"Protium ferrugineum",13,85.2317215087889,3.49
220539,7,8,3,1.317,20,1,1,"odd-pinnate",105,55,4535.67439362026,2.09,"Protium ferrugineum",11,56.6367380872845,2.09
220710,7,8,3,1.501,26,1.5,1,"odd-pinnate",89,44,3075.61920786441,4.52,"Protium ferrugineum",12,91.4610527981288,4.52
112961,9,9,22,1.613,12,1,1,"compound",124,92,8959.82224803809,5.3,"Protium guianense",13,74.2429520193808,5.3
113462,9,9,15,2.45,126,1.25,2,"compound",102,222,17784.5560119718,1.37,"Protium guianense",25,17.3710108074417,0.685
90553,8,8,19,2.558,19,1.25,0.5,"odd-pinnate",153,127,15261.0717129758,4.29,"Protium hebetatum",20,49.2007012663111,8.58
122705,9,9,15,2.729,38.5,1.25,0.5,"compound",184,100,14451.326206513,1.23,"Protium hebetatum",21,18.8043102525332,2.46
132570,8,8,23,1.947,22,1,0.5,"odd-pinnate",187,90,13218.2510899791,3.05,"Protium hebetatum",16,59.214106941662,6.1
153686,10,10,7,2.575,42,1.75,0.5,"compound",160,160,20106.1929829747,1.46,"Protium hebetatum",22,25.4832088591307,2.92
220164,7,8,2,2.628,132,1.25,2,"odd-pinnate",180,227,32091.3689564197,3.99,"Protium hebetatum",14,67.1538222450992,1.995
220176,7,8,2,1.87,14.5,1,0.5,"odd-pinnate",99,109,8475.23158122187,3.83,"Protium hebetatum",14,72.8959833386394,7.66
220297,7,8,2,2.991,37.5,1.5,1,"odd-pinnate",185,85,12350.3861194249,2.57,"Protium hebetatum",28,65.4298081046335,2.57
220919,7,8,5,1.977,21,1.5,1,"odd-pinnate",102,95,7610.50820332127,2.1,"Protium hebetatum",18,55.0844991176367,2.1
230036,6,7,24,1.287,21,1,1,"odd-pinnate",113,63,5591.24952522643,2.68,"Protium hebetatum",10,31.6356068634665,2.68
230148,6,7,24,1.949,18,1,0.5,"odd-pinnate",151,156,18500.8391369903,3.07,"Protium hebetatum",15,39.4912561959374,6.14
230158,6,7,24,1.89,20,1,1,"odd-pinnate",127,121,12069.2135769286,4.59,"Protium hebetatum",15,70.9031075900154,4.59
230315,6,7,26,1.992,24,1.5,1,"odd-pinnate",161,133,16817.7308728296,3.28,"Protium hebetatum",13,43.2491056712359,3.28
230483,6,7,26,1.712,8,1.5,1,"odd-pinnate",90,79,5584.18094175586,3.47,"Protium hebetatum",17,51.148370974742,3.47
240098,6,7,21,2.621,30,1,0.5,"odd-pinnate",197,204,31563.5813906166,3.09,"Protium hebetatum",22,44.7874829209361,6.18
111763,8,8,16,2.473,16,1,1,"odd-pinnate",45,111,3923.06382617025,1.58,"Protium krukoffii",23,27.9975407480875,1.58
230348,6,7,26,2.134,12,2,2,"odd-pinnate",142,115,12825.5520082803,16.07,"Protium nitidifolium",14,205.591578517351,8.035
111809,8,8,16,1.153,47,1,5,"simple",22,90,1555.08836352695,2.02,"Protium occultum",11,64.2149625740077,0.404
230391,6,7,26,1.291,48,1.5,6,"simple",112,98,8620.53024145039,2.03,"Protium occultum",10,41.4823273440864,0.338333333333333
90914,8,8,20,2.071,28,1,1,"odd-pinnate",159,135,16858.5715773262,1.7,"Protium opacum",17,37.2192542048031,1.7
220496,7,8,3,2.732,52.5,1.5,1,"odd-pinnate",180,188,26577.8738493697,3.38,"Protium opacum",27,92.8973631581473,3.38
220778,7,8,5,2.654,65,1.5,1,"odd-pinnate",155,147,17895.2971530109,2.76,"Protium opacum",17,75.839339435251,2.76
90684,8,8,20,2.496,56,1,0.5,"odd-pinnate",200,145,22776.546738526,1.59,"Protium paniculatum",18,57.2449387570413,3.18
100488,8,8,18,1.853,38.5,1.75,1,"odd-pinnate",118,95,8804.31341168539,2.04,"Protium paniculatum",43,47.0820043411801,2.04
100514,8,8,18,1.616,45,1,1,"odd-pinnate",145,80,9110.6186954104,3.25,"Protium paniculatum",11,57.8963040780316,3.25
132948,10,10,7,1.914,42,1,2,"compound",79,118,7321.48167919101,3.75,"Protium paniculatum",14,37.4756852789939,1.875
220695,7,8,3,2.115,90,1.5,1,"odd-pinnate",173,116,15761.37034306,3.42,"Protium paniculatum",16,43.3896525561538,3.42
111663,8,8,17,1.571,112,1.5,1.5,"odd-pinnate",110,80,6911.50383789755,1.43,"Protium pilosissimum",11,27.4597102791648,0.953333333333333
111684,8,8,16,1.563,34,1,2,"odd-pinnate",94,61,4503.47306892097,1.28,"Protium pilosissimum",11,28.5332998202933,0.64
113515,9,9,14,1.109,55,1,2,"compound",190,52,7759.73385436679,1.07,"Protium pilosissimum",11,18.4789572466344,0.535
132823,8,8,23,1.598,31,1.25,1,"odd-pinnate",96,97,7313.62769755704,1.31,"Protium pilosissimum",13,13.6620230350581,1.31
220940,7,8,5,1.687,30,1,2,"odd-pinnate",140,107,11765.2644876938,2.37,"Protium pilosum",14,14.778501202248,1.185
111755,8,8,16,1.222,3,1,0.5,"odd-pinnate",75,50,2945.24311274043,2.74,"Protium robustum",11,103.436716488991,5.48
90811,8,8,20,1.469,21,1,2,"odd-pinnate",84,58,3826.45985207237,1.32,"Protium sagotianum",14,31.177606878258,0.66
240783,10,10,5,1.209,31.5,1,1,"compound",76,76,4536.45979178366,1.41,"Protium sp.A.PP",10,22.9775484941295,1.41
113320,9,9,15,3.265,60,1,1,"compound",181,231,32838.2826098107,1.82,"Protium strumosum",29,42.7226877958839,1.82
113425,9,9,15,1.691,24,1,1,"compound",159,104,12987.3440299402,2.7,"Protium strumosum",17,38.9434358222298,2.7
132794,8,8,23,1.4,9,1,0.5,"odd-pinnate",90,89,6291.03928881356,1.56,"Protium subserratum",11,31.7119520538597,3.12
90381,8,8,19,1.802,21,2.5,1,"odd-pinnate",147,89,10275.3641717288,3.05,"Protium tenuifolium",11,101.217380437786,3.05
120494,8,8,16,1.737,24,1,1,"odd-pinnate",73,135,7740.09890028185,2.85,"Protium tenuifolium",13,66.3895492198099,2.85
111656,8,8,17,2.905,234,1.5,2,"odd-pinnate",218,270,46228.5358975738,2.74,"Protium trifoliolatum",23,70.3304613745299,1.37
111667,8,8,17,2.633,114,1.25,1,"odd-pinnate",145,246,28015.152488387,1.22,"Protium trifoliolatum",20,34.8598881173832,1.22
220193,7,8,2,1.93,120,1.5,1,"odd-pinnate",101,112,8884.42402435193,2.5,"Protium trifoliolatum",19,64.3185432643276,2.5
240079,6,7,24,1.359,105,1.5,2,"odd-pinnate",161,156,19726.0602718903,2.75,"Protium trifoliolatum",11,42.8652766179675,1.375
132653,8,8,22,1.694,171,1.25,5,"simple",129,144,14589.556283271,1.79,"Protium unifoliolatum",15,46.6052321347799,0.358
220058,7,8,2,1.641,210,1,5,"simple",183,138,19834.4452184392,1.13,"Protium unifoliolatum",16,32.1040657437713,0.226
153672,10,10,7,4.073,288,1.5,5,"simple",276,211,45738.4474436138,3.14,"Pseudolmedia laevis",22,82.7540536432325,0.628
172284,10,10,4,3.443,782,1.125,10,"simple",242,287,54549.0440406064,2.67,"Pseudolmedia laevis",23,43.7247207242181,0.267
100714,8,8,17,1.528,414,1,5,"simple",89,143,9995.76242555933,1.22,"Pseudoxandra obscurinervis",13,31.3363355664071,0.244
90694,8,8,20,1.438,54,1,5,"simple",110,28,2419.02634326414,3.26,"Psychotria pacimonica",14,91.5812646202663,0.652
111548,8,8,16,1.304,32,1,6,"simple",56,93,4090.35363497391,2.84,"Psychotria pacimonica",12,77.2968549707583,0.473333333333333
111598,8,8,17,1.778,42,1,5,"simple",68,86,4593.00845954828,4.24,"Psychotria pacimonica",16,102.171301139247,0.848
230527,6,7,26,1.168,36,1,5,"simple",67,47,2473.21881653856,1.6,"Psychotria pacimonica",10,73.893372272205,0.32
112894,9,9,22,1.132,75,1,6,"simple",61,81,3880.65232534679,0.92,"Psychotria sp.1.FITO",12,32.8722397487872,0.153333333333333
113256,9,9,15,2.017,112,1,10,"simple",95,138,10296.5699221405,2.24,"Psychotria sp.3.FITO",21,30.2392370293532,0.224
111651,8,8,17,2.091,561,1.5,10,"simple",192,157,23675.0422374527,1.51,"Psychotria sp.4.FITO",16,32.3411565456184,0.151
230151,6,7,24,2.286,205,1,5,"simple",190,161,24025.3298183279,1.31,"Pterandra arborea",18,81.5813717395173,0.262
132935,10,10,7,2.139,912,1,10,"simple",229,202,36330.9482424392,2.03,"Ptychopetalum olacoides",16,31.9353581697797,0.203
111662,8,8,17,1.514,400,1.25,10,"simple",121,128,12164.2467546997,2.44,"Qualea paraensis",11,27.289669413138,0.244
202808,10,10,4,2.972,270,1,6,"simple",187,92,13511.9900030897,2.13,"Qualea sp.A.PP",30,51.2930652214776,0.355
202809,10,10,4,2.504,357.5,1,10,"simple",126,163,16130.5074798568,2.56,"Qualea sp.A.PP",24,31.762996253982,0.256
100717,8,8,17,2.227,1431,1,8,"simple",213,188,31450.4840550874,1.57,"Quiina amazonica",19,23.0735141632733,0.19625
220226,7,8,2,1.595,324,1,10,"simple",187,103,15127.5540251983,4.4,"Quiina amazonica",15,47.7781456007482,0.44
230319,6,7,26,2.337,768,1,10,"simple",202,181,28715.7276501375,1.08,"Quiina amazonica",21,14.9934532683635,0.108
113520,9,9,14,2.105,340,1.5,6,"simple",170,168,22430.9715466311,1.52,"Quiina negrensis",11,26.7046515018617,0.253333333333333
230555,7,8,3,2.225,99,1.75,3,"simple",204,141,22591.1927719642,9.93,"Quiina obovata",18,255.090497593076,3.31
122753,9,9,14,1.439,60,1.5,5,"simple",93,60,4382.52175175776,5.15,"Quiina paraensis",15,86.2709632520741,1.03
133014,10,10,7,1.506,48,1.125,6,"simple",74,109,6335.02158596382,5.13,"Rhodostemonodaphne aff.scandens.PFRD",11,102.301682748251,0.855
113670,9,9,14,1.482,39,1,5,"simple",87,68,4646.4155346593,3.53,"Rhodostemonodaphne sp.1.FITO",13,96.8213447352194,0.706
132516,8,8,22,2.558,684,1.25,9,"simple",219,235,40420.5164792497,1.88,"Rinorea amapensis",22,34.1930531514318,0.208888888888889
132596,8,8,22,1.9,400,1.5,7,"simple",114,133,11908.2069534321,1.12,"Rinorea amapensis",14,29.3311429112753,0.16
240071,6,7,24,1.242,110,1,5,"simple",153,122,14660.2421179768,1.58,"Rinorea amapensis",10,41.217371884455,0.316
113189,9,9,15,2.073,80,1.25,5,"simple",155,195,23738.6594886879,5.1,"Rinorea guianensis",14,130.465863894801,1.02
220861,7,8,5,1.605,150,1.25,5,"simple",130,152,15519.4677087336,1,"Rinorea guianensis",15,47.6276084273009,0.2
122759,8,8,22,2.037,138,1.5,5,"simple",198,143,22237.7635984354,2.42,"Rinorea racemosa",22,81.4428613305881,0.484
112986,9,9,22,2.821,294,1,5,"simple",228,202,36172.2978134329,1.42,"Rinoreocarpus ulei",29,69.1323606893282,0.284
113765,9,9,14,1.387,70,1.25,5,"simple",205,141,22701.9339130032,1.48,"Rinoreocarpus ulei",14,76.0590823649733,0.296
230275,6,7,26,1.981,264,1,9,"simple",159,118,14735.6403416629,2.14,"Ryania speciosa",11,40.7090300242216,0.237777777777778
153776,10,10,7,2.094,286,1,5,"simple",149,261,30543.3491763634,5.5,"Sacoglottis ceratocarpa",14,80.6104095034949,1.1
173601,10,10,4,1.107,59,1.125,5,"simple",175,111,15256.3593239954,3.35,"Sacoglottis guianensis",11,71.7383912304949,0.67
122751,9,9,15,1.699,247,1,10,"simple",139,134,14628.8261914409,1.83,"Sacoglottis mattogrossensis",15,24.6781320321408,0.183
112901,9,9,22,1.938,220,1.25,11,"simple",129,101,10232.9526709054,2.76,"Sarcaulus brasiliensis",19,28.9525837370596,0.250909090909091
132603,8,8,22,2.069,19,1.5,1,"compound",99,127,9874.81110839612,4.2,"Schefflera morototoni",19,73.2753495035479,4.2
220295,7,8,2,1.222,8,1,0.5,"even-pinnate",113,115,10206.2491333498,2.91,"Sclerolobium large.foliaceous.stipules.FITO",18,56.1154835301631,5.82
230338,6,7,26,2.632,20,2,0.5,"even-pinnate",164,171,22025.706094318,6.9,"Sclerolobium large.foliaceous.stipules.FITO",11,85.3590083847652,13.8
111536,8,8,17,2.017,16,1,0.5,"even-pinnate",194,169,25750.0641851487,4.38,"Sclerolobium melanocarpum",13,70.0922813341681,8.76
240084,6,7,24,2.197,56,2,1,"even-pinnate",93,168,12271.0609049217,6.03,"Sclerolobium sp.4.FITO",16,90.5347172085025,6.03
202588,10,10,4,1.6,19,1.25,0.5,"compound",147,172,19858.0071633411,4.86,"Sclerolobium sp.8.FITO",11,94.9935388450886,9.72
112946,9,9,22,2.9,35,1,2,"compound",103,202,16340.9941876473,3.16,"Sclerolobium sp.A.PP",30,42.3885052156029,1.58
122656,9,9,14,1.938,99,1,5,"simple",99,134,10419.0920356306,3.18,"Scleronema micranthum",15,104.805075732858,0.636
122782,8,8,22,2.655,70,1,4,"simple",62,120,5843.36233567701,2.63,"Scleronema micranthum",21,126.866644759479,0.6575
142519,8,8,23,2.537,180,1.5,5,"simple",148,182,21155.4849292737,2.86,"Scleronema micranthum",24,98.0968040976892,0.572
153758,10,10,7,2.454,150,1,6,"simple",129,174,17629.0471756191,3.5,"Scleronema micranthum",21,100.27792514082,0.583333333333333
170171,10,10,7,2.253,176,1.125,6,"simple",209,167,27412.7520970611,3.57,"Scleronema micranthum",22,115.004428137226,0.595
172356,10,10,4,2.001,120,1.125,6,"simple",88,146,10090.7956033304,2.77,"Scleronema micranthum",14,80.2756380245673,0.461666666666667
230423,6,7,26,1.585,49,1,6,"simple",106,94,7825.70730009217,3.35,"Scleronema micranthum",15,114.821228625564,0.558333333333333
90472,8,8,19,0.897,32,1.25,0.5,"compound",92,105,7586.94625841935,1.31,"Simaba polyphylla",15,14.7470194723296,2.62
240066,6,7,24,1.872,20,1,0.5,"odd-pinnate",126,110,10885.6185446886,1.36,"Simaba polyphylla",19,17.7351692703,2.72
172317,10,10,4,1.615,418,1,10,"simple",151,138,16366.126928876,1.76,"Siparuna cuspidata",13,25.6264662942475,0.176
173610,10,10,4,2.297,799,1.125,10,"simple",288,153,34607.7846719452,1.32,"Siparuna cuspidata",21,19.1146318128735,0.132
202636,10,10,4,1.488,525,1.5,10,"simple",167,146,19149.5780199566,1.98,"Siparuna cuspidata",12,29.8806681432754,0.198
220044,7,8,2,1.475,924,1,7,"simple",170,136,18158.405537749,1.26,"Siparuna cuspidata",12,27.290893385047,0.18
240010,6,7,24,3.123,2500,1,10,"simple",232,157,28607.3427035887,0.83,"Siparuna cuspidata",30,16.556708329779,0.083
111419,8,8,16,1.817,1024,1.25,10,"simple",224,197,34658.0501544026,1,"Siparuna decipiens",13,17.954823323164,0.1
112020,8,8,16,3.112,1728,2,5,"simple",242,224,42574.8636414489,1.24,"Siparuna decipiens",17,37.5093655262794,0.248
220082,7,8,2,3.207,484,1.5,5,"simple",162,293,37279.7092238233,4.28,"Siparuna decipiens",28,109.538295021155,0.856
230283,6,7,26,0.817,63,1,5,"simple",71,65,3624.61252407922,2.67,"Siparuna decipiens",14,87.3352233671166,0.534
113281,9,9,15,2.399,14,1,2,"simple",118,104,9638.40626121349,5.48,"Siparuna pachyantha",24,464.230215869069,2.74
122172,10,10,6,1.778,120,3.5,6,"simple",82,152,9789.2027085858,3.86,"Siparuna sarmentosa",12,83.2527929062845,0.643333333333333
153871,10,10,7,1.231,50,1.125,5,"simple",157,88,10851.0610254991,4.03,"Siparuna sarmentosa",10,119.907160643186,0.806
100651,8,8,18,1.114,16,1.5,5,"simple",69,46,2492.8537706235,3.15,"Sloanea brachytepala",10,86.7480393839314,0.63
113019,9,9,22,1.261,18,1,4,"simple",49,40,1539.380400259,6.25,"Sloanea eichleri",11,216.264870711706,1.5625
220540,7,8,3,3.577,686,1,5,"simple",231,226,41002.4965183272,3.19,"Sloanea laxiflora",35,82.4646297721949,0.638
230153,6,7,24,1.033,10,1,2,"simple",85,73,4873.39560388117,4.02,"Sloanea pubescens",10,211.870271418741,2.01
153815,10,10,7,2.099,17,1.125,1,"simple",120,132,12440.7069082156,12.33,"Sloanea rufa",15,1323.74016459501,12.33
120770,8,8,16,1.322,32,1.25,5,"simple",88,84,5805.66322383394,6.9,"Sloanea schomburgkii",10,129.139272692328,1.38
132769,8,8,22,1.191,11,1,3,"simple",35,36,989.601685880785,3.72,"Sloanea schomburgkii",11,145.791136223365,1.24
132322,8,8,22,1.8,33,1,5,"simple",84,81,5343.84910375624,4.14,"Sloanea sp.9.FITO",17,110.294837847168,0.828
111811,8,8,16,1.867,810,1,10,"simple",129,131,13272.4435632535,1.27,"Sorocea muriculata",18,22.5151307353119,0.127
132301,8,8,22,1.857,220,1,10,"simple",111,111,9676.89077121996,2.66,"Sorocea muriculata",19,42.1467904050151,0.266
220046,7,8,2,1.717,624,1,15,"simple",173,127,17255.9830480053,2.58,"Sorocea muriculata",12,25.8036572478641,0.172
220178,7,8,2,2.305,1425,1,15,"simple",210,150,24740.0421470196,2.65,"Sorocea muriculata",16,25.6772001366278,0.176666666666667
220920,7,8,5,1.354,224,1,10,"simple",112,60,5277.87565803085,1.66,"Sorocea muriculata",14,27.2268219703947,0.166
240876,10,10,5,1.557,5,1.25,1,"bipinnate",118,80,7414.15866247191,4.86,"Stryphnodendron paniculatum",15,132.657067763649,4.86
240144,6,7,21,1.2,11,1,0.5,"bipinnated",103,99,8008.70507216378,2.72,"Stryphnodendron racemiferum",12,31.6209800201085,5.44
153673,10,10,7,2.109,455,1.5,3,"compound",149,220,25745.3517961684,1,"Swartzia cuspidata",14,13.1119903208475,0.333333333333333
242391,10,10,5,2.247,72,1,3,"compound",127,111,11071.7579094138,2.62,"Swartzia ingifolia",22,22.4051124765225,0.873333333333333
202443,10,10,4,1.305,126,1,5,"compound",86,109,7362.32238368768,0.84,"Swartzia longistipitata",12,7.10773388885851,0.168
173668,10,10,4,1.753,34,1,2,"compound",116,80,7288.49495632832,3.86,"Swartzia polyphylla",10,39.208681502166,1.93
113686,9,9,14,1.389,8,1,1,"compound",92,91,6575.35342396344,3.77,"Swartzia recurva",14,78.5834124366272,3.77
122551,9,9,14,1.835,3,1,1,"compound",76,132,7879.1143752032,5.2,"Swartzia reticulata",19,173.638750061027,5.2
122731,9,9,14,2.75,20,1.5,0.5,"compound",115,167,15083.571728048,2.3,"Swartzia reticulata",27,127.793852584154,4.6
122776,8,8,22,2.029,14,1.25,1,"compound",93,87,6354.65654004875,3.83,"Swartzia reticulata",12,73.6567687159321,3.83
132776,8,8,23,1.559,4,1,0.5,"compound",127,76,7580.66307311217,2.75,"Swartzia reticulata",16,161.70030724565,5.5
113291,9,9,15,2.915,25.5,1,3,"compound",150,172,20263.2726156542,1.68,"Swartzia tessmannii",29,30.3675643273971,0.56
132527,8,8,22,1.411,6,1,1,"compound",77,78,4717.10136936507,1.33,"Tabebuia incana",13,100.006584834482,1.33
111765,8,8,16,2.384,78,1,3,"simple",74,196,11391.4149619166,3.66,"Tabernaemontana angulata",22,128.701673100403,1.22
132800,8,8,23,2.323,38,1,2,"simple",174,169,23095.4183928654,6.56,"Tabernaemontana muricata",23,313.239795493104,3.28
220072,7,8,2,1.414,30,1.5,3,"simple",111,112,9764.06996735708,6.62,"Tabernaemontana muricata",13,266.77762541279,2.20666666666667
220078,7,8,2,3.804,204,1.5,5,"simple",264,172,35663.3598035513,5.9,"Tabernaemontana muricata",33,139.272668448284,1.18
220394,7,8,2,1.712,16,1,2,"simple",116,91,8290.66301282346,3.43,"Tabernaemontana muricata",16,229.154946345242,1.715
113230,9,9,15,1.435,2.5,1,1,"compound",55,73,3153.37362604075,2.71,"Tachigali myrmecophila",14,85.0466043722187,2.71
173709,10,10,4,1.902,7,1.25,0.5,"compound",121,102,9693.38413265131,8.78,"Tachigali myrmecophila",19,483.62735363067,17.56
220526,7,8,3,1.423,7,1,1,"even-pinnate",137,111,11943.549870785,12.89,"Tachigali plumbea",12,217.380460631803,12.89
120769,8,8,16,1.932,17.5,2,0.5,"compound",103,115,9303.04124544278,4,"Talisia cerasina",12,82.4964406367084,8
132511,8,8,22,1.443,22,1.25,0.5,"compound",99,91,7075.65205404761,3.5,"Talisia cerasina",13,69.2936872165037,7
132534,8,8,22,1.868,38,1.25,0.5,"compound",108,95,8058.18515645782,3.18,"Talisia cerasina",19,55.5307702335173,6.36
220487,7,8,3,1.868,22,1,1,"compound",150,124,14608.4058391925,7.75,"Talisia cerasina",17,70.9150475186885,7.75
230150,6,7,24,1.389,26,1,1,"compound",123,59,5699.63447177528,4.66,"Talisia cerasina",10,50.9931519019908,4.66
142759,10,10,7,1.937,8,1,1,"compound",76,57,3402.34484383775,5.02,"Talisia eximia",19,60.8752378885157,5.02
120339,8,8,16,1.542,12,1,0.5,"compound",104,118,9638.40626121349,3.98,"Talisia mollis",11,115.745053470449,7.96
132520,8,8,22,0.982,8,1.25,1,"compound",53,83,3454.96652078537,5.15,"Talisia mollis",10,73.1920200579076,5.15
220388,7,8,2,1.243,17,1.5,2,"compound",76,37,2208.53963547362,3.65,"Talisia mollis",13,37.1723990301614,1.825
220942,7,8,5,1.72,13.5,1,1,"compound",115,98,8851.43730148924,5.9,"Talisia mollis",18,124.016782784005,5.9
173585,10,10,4,1.635,6.5,1,0.5,"compound",107,153,12857.7533329796,7.42,"Talisia sp.2.FITO",17,150.21185742695,14.84
220285,7,8,2,1.528,24,1.5,1,"compound",92,114,8237.25593771244,3.25,"Talisia sp.6.FITO",13,50.6339914963193,3.25
111683,8,8,16,1.163,126,1,5,"simple",89,86,6011.43754264407,2.21,"Tapura amazonica",11,58.0290085458867,0.442
90445,8,8,19,2.489,200,1.75,5,"simple",110,157,13563.8262818739,3.69,"Tapura guianensis",22,66.3646273323248,0.738
122615,9,9,14,1.07,82,1.25,5,"simple",76,85,5073.67213554752,2.86,"Tapura guianensis",10,51.3531266808638,0.572
220351,7,8,2,2.741,187,1.5,5,"simple",170,147,19627.1001033022,3.65,"Tapura guianensis",27,54.1524972306909,0.73
220946,7,8,5,1.134,51,1,4,"simple",91,81,5789.16986240259,2.1,"Tapura guianensis",11,52.0362895997802,0.525
230463,6,7,26,1.214,76.5,1.5,5,"simple",99,89,6920.14321769492,3.75,"Tapura guianensis",11,78.99147095654,0.75
132307,8,8,22,1.258,19,1,1,"compound",87,98,6696.30474112664,2.04,"Tetragastris panamensis",116,32.013264395292,2.04
113455,9,9,15,2.397,16,1.25,4,"simple",90,73,5160.06593352123,6.36,"Theobroma subincanum",24,208.941443096815,1.59
172245,10,10,4,2.515,70,1.25,5,"simple",148,119,13832.4324537559,6.59,"Theobroma sylvestre",21,183.383642246919,1.318
173726,10,10,4,0.97,39,1,3,"simple",123,80,7728.31792783089,3.16,"Theobroma sylvestre",10,152.466279983707,1.05333333333333
173759,10,10,4,2.939,143,1.5,5,"simple",201,159,25100.539904019,6.95,"Theobroma sylvestre",25,445.936739987132,1.39
220340,7,8,2,3.253,140,1.5,5,"simple",140,208,22870.7945181337,7.08,"Theobroma sylvestre",22,199.626880412945,1.416
220886,7,8,5,2.078,71.5,1.5,5,"simple",150,126,14844.0252882118,3.7,"Theobroma sylvestre",18,104.267634216158,0.74
122498,9,9,14,2.533,10,1,0.5,"compound",99,112,8708.49483575091,3.74,"Toulicia guianensis/pulvinata PP",22,67.1155692463425,7.48
100709,8,8,17,1.903,38,1,5,"simple",156,115,14090.0430513502,11.08,"Tovomita caloneura",18,221.863919354978,2.216
111393,8,8,16,2.8,78,1,5,"simple",161,173,21875.6950451091,6.32,"Tovomita caloneura",21,173.250289908885,1.264
240858,10,10,5,1.893,252,3,6,"simple",125,133,13057.2444664826,4.04,"Tovomita sp.1.FITO",10,64.1047654747282,0.673333333333333
122757,8,8,22,2.13,72,1.25,5,"simple",115,174,15715.8172495829,3.03,"Tovomita sp.2.FITO",15,60.9691978908531,0.606
153642,10,10,7,1.399,63,1.5,6,"simple",138,68,7370.17636532165,8.26,"Tovomita sp.2.FITO",11,354.734792428172,1.37666666666667
90646,8,8,19,1.312,42,1.25,3,"simple",134,82,8629.95501941116,4.25,"Tovomita sp.3.FITO",11,196.099386479453,1.41666666666667
111617,8,8,17,1.171,84,1,5,"simple",77,113,6833.7494197212,2.89,"Tovomita sp.4.FITO",11,68.4418709959987,0.578
230047,6,7,24,1.632,72,1,3,"compound",77,74,4475.19873503866,1.95,"Trichilia areolata",15,57.2109823235268,0.65
